"C17002_001E","C17002_001M","C17002_002E","C17002_002M","C17002_003E","C17002_003M","C17002_004E","C17002_004M","C17002_005E","C17002_005M","C17002_006E","C17002_006M","C17002_007E","C17002_007M","C17002_008E","C17002_008M","GEO_ID","NAME"
"915","266","3","6","1","2","64","97","193","259","17","26","9","15","628","322","1500000US490490022102","Block Group 2, Census Tract 22.10, Utah County, Utah"
"1336","197","151","157","41","39","51","65","222","236","123","115","68","80","680","229","1500000US490490022111","Block Group 1, Census Tract 22.11, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490022112","Block Group 2, Census Tract 22.11, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490022121","Block Group 1, Census Tract 22.12, Utah County, Utah"
"2410","484","165","165","145","146","35","42","48","70","3","7","0","12","2014","437","1500000US490490022122","Block Group 2, Census Tract 22.12, Utah County, Utah"
"2483","399","66","89","14","15","220","225","10","15","42","36","0","12","2131","359","1500000US490490022123","Block Group 3, Census Tract 22.12, Utah County, Utah"
"3371","395","32","38","303","220","177","174","204","249","50","39","141","109","2464","391","1500000US490490022131","Block Group 1, Census Tract 22.13, Utah County, Utah"
"163","164","0","12","0","12","101","153","0","12","0","12","0","12","62","78","1500000US490490022132","Block Group 2, Census Tract 22.13, Utah County, Utah"
"948","296","0","12","52","68","78","93","19","29","148","187","53","107","598","262","1500000US490490023001","Block Group 1, Census Tract 23, Utah County, Utah"
"1334","446","49","41","138","90","49","79","22","34","210","156","14","25","852","422","1500000US490490023002","Block Group 2, Census Tract 23, Utah County, Utah"
"1505","318","140","93","44","74","121","109","43","41","177","150","14","23","966","300","1500000US490490023003","Block Group 3, Census Tract 23, Utah County, Utah"
"889","196","82","52","67","58","29","24","49","47","196","129","37","31","429","139","1500000US490490024001","Block Group 1, Census Tract 24, Utah County, Utah"
"1183","206","55","48","124","84","113","72","95","61","136","73","96","84","564","166","1500000US490490024002","Block Group 2, Census Tract 24, Utah County, Utah"
"1433","399","119","121","83","55","150","161","19","29","124","83","112","171","826","339","1500000US490490025001","Block Group 1, Census Tract 25, Utah County, Utah"
"1019","222","62","58","119","96","113","91","25","38","75","92","50","80","575","194","1500000US490490025002","Block Group 2, Census Tract 25, Utah County, Utah"
"976","297","32","48","128","135","144","116","379","274","35","53","0","12","258","133","1500000US490490025003","Block Group 3, Census Tract 25, Utah County, Utah"
"1272","286","95","107","247","189","65","74","42","62","64","47","74","107","685","234","1500000US490490025004","Block Group 4, Census Tract 25, Utah County, Utah"
"1894","496","153","137","38","33","69","63","22","26","196","150","22","32","1394","442","1500000US490490027021","Block Group 1, Census Tract 27.02, Utah County, Utah"
"1618","379","52","34","163","171","26","33","124","193","57","49","32","33","1164","356","1500000US490490027022","Block Group 2, Census Tract 27.02, Utah County, Utah"
"1741","464","227","173","143","173","218","222","23","38","76","85","221","243","833","364","1500000US490490027023","Block Group 3, Census Tract 27.02, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490027024","Block Group 4, Census Tract 27.02, Utah County, Utah"
"709","187","40","59","65","85","82","88","15","23","4","6","27","36","476","174","1500000US490490027031","Block Group 1, Census Tract 27.03, Utah County, Utah"
"1934","316","37","49","110","63","200","187","315","237","260","180","167","118","845","220","1500000US490490027032","Block Group 2, Census Tract 27.03, Utah County, Utah"
"2357","607","32","48","156","167","0","12","111","126","115","126","39","60","1904","674","1500000US490490029011","Block Group 1, Census Tract 29.01, Utah County, Utah"
"1381","351","44","68","84","130","45","47","40","52","310","258","149","146","709","223","1500000US490490029012","Block Group 2, Census Tract 29.01, Utah County, Utah"
"1005","325","0","12","0","12","0","12","44","73","0","12","0","12","961","323","1500000US490490029013","Block Group 3, Census Tract 29.01, Utah County, Utah"
"1172","348","49","51","50","82","219","318","0","12","0","12","16","25","838","237","1500000US490490029014","Block Group 4, Census Tract 29.01, Utah County, Utah"
"1454","365","107","114","99","94","50","56","242","234","71","68","29","49","856","347","1500000US490490029015","Block Group 5, Census Tract 29.01, Utah County, Utah"
"676","242","6","15","15","19","49","76","13","32","127","137","0","12","466","235","1500000US490490029021","Block Group 1, Census Tract 29.02, Utah County, Utah"
"1783","568","302","344","121","171","17","22","24","34","149","134","120","126","1050","460","1500000US490490029022","Block Group 2, Census Tract 29.02, Utah County, Utah"
"1193","449","36","60","117","103","0","12","18","30","7","12","18","42","997","427","1500000US490490029023","Block Group 3, Census Tract 29.02, Utah County, Utah"
"556","185","0","12","17","26","13","15","73","110","82","114","7","12","364","141","1500000US490490030011","Block Group 1, Census Tract 30.01, Utah County, Utah"
"2126","333","71","73","53","43","86","100","185","155","205","184","89","99","1437","311","1500000US490490030012","Block Group 2, Census Tract 30.01, Utah County, Utah"
"1580","532","53","51","54","69","54","86","21","23","23","31","80","69","1295","528","1500000US490490030013","Block Group 3, Census Tract 30.01, Utah County, Utah"
"1150","490","12","19","15","22","0","12","69","98","113","145","61","51","880","477","1500000US490490030021","Block Group 1, Census Tract 30.02, Utah County, Utah"
"881","139","44","53","30","26","122","157","72","57","18","17","52","56","543","141","1500000US490490030022","Block Group 2, Census Tract 30.02, Utah County, Utah"
"1524","368","78","99","8","9","112","134","97","95","65","61","0","12","1164","328","1500000US490490031031","Block Group 1, Census Tract 31.03, Utah County, Utah"
"1412","380","38","50","76","123","0","12","103","108","154","203","44","43","997","318","1500000US490490031032","Block Group 2, Census Tract 31.03, Utah County, Utah"
"975","208","0","12","6","9","74","121","20","32","15","34","0","12","860","207","1500000US490490031041","Block Group 1, Census Tract 31.04, Utah County, Utah"
"1250","359","13","15","25","20","12","18","0","12","0","12","74","90","1126","346","1500000US490490031042","Block Group 2, Census Tract 31.04, Utah County, Utah"
"1363","256","0","12","52","68","8","15","0","12","0","12","29","36","1274","260","1500000US490490031043","Block Group 3, Census Tract 31.04, Utah County, Utah"
"1491","753","27","43","14","15","0","12","0","12","100","81","545","654","805","447","1500000US490490031051","Block Group 1, Census Tract 31.05, Utah County, Utah"
"984","333","19","21","20","25","286","284","13","21","92","61","44","56","510","191","1500000US490490031052","Block Group 2, Census Tract 31.05, Utah County, Utah"
"1219","298","72","63","72","65","67","77","126","132","118","189","76","85","688","252","1500000US490490031053","Block Group 3, Census Tract 31.05, Utah County, Utah"
"968","168","0","12","30","43","12","18","4","10","123","167","48","84","751","200","1500000US490490031061","Block Group 1, Census Tract 31.06, Utah County, Utah"
"1556","282","4","6","156","121","122","118","220","171","153","114","155","164","746","197","1500000US490490031062","Block Group 2, Census Tract 31.06, Utah County, Utah"
"1094","282","136","104","21","31","139","169","26","33","72","58","0","12","700","207","1500000US490490032011","Block Group 1, Census Tract 32.01, Utah County, Utah"
"1498","321","71","65","85","62","22","20","266","277","134","118","5","8","915","267","1500000US490490032012","Block Group 2, Census Tract 32.01, Utah County, Utah"
"974","408","40","64","227","271","26","36","0","12","0","12","23","37","658","200","1500000US490490032031","Block Group 1, Census Tract 32.03, Utah County, Utah"
"1086","296","7","11","17","25","0","12","40","65","146","158","7","11","869","273","1500000US490490032032","Block Group 2, Census Tract 32.03, Utah County, Utah"
"1460","325","25","39","4","9","0","12","31","26","43","75","5","8","1352","323","1500000US490490032033","Block Group 3, Census Tract 32.03, Utah County, Utah"
"1777","460","59","65","49","49","256","211","28","29","317","168","12","18","1056","396","1500000US490490032041","Block Group 1, Census Tract 32.04, Utah County, Utah"
"955","192","67","53","124","120","29","31","56","61","106","80","35","51","538","153","1500000US490490032042","Block Group 2, Census Tract 32.04, Utah County, Utah"
"820","265","16","21","23","24","105","168","198","186","117","142","148","119","213","137","1500000US490490032051","Block Group 1, Census Tract 32.05, Utah County, Utah"
"1855","403","82","84","141","151","0","12","6","10","80","98","63","62","1483","378","1500000US490490032052","Block Group 2, Census Tract 32.05, Utah County, Utah"
"615","288","0","12","8","13","14","22","33","55","0","12","0","12","560","289","1500000US490490032053","Block Group 3, Census Tract 32.05, Utah County, Utah"
"1062","316","8","12","0","12","0","12","0","12","119","143","25","39","910","299","1500000US490490032054","Block Group 4, Census Tract 32.05, Utah County, Utah"
"2285","369","92","143","106","99","0","12","0","12","195","215","24","44","1868","360","1500000US490490033011","Block Group 1, Census Tract 33.01, Utah County, Utah"
"1479","511","31","35","98","129","0","12","174","137","0","12","20","37","1156","474","1500000US490490033012","Block Group 2, Census Tract 33.01, Utah County, Utah"
"1302","386","7","12","158","199","116","109","206","199","0","12","104","159","711","267","1500000US490490033021","Block Group 1, Census Tract 33.02, Utah County, Utah"
"1479","279","61","99","53","50","29","47","66","78","258","158","82","80","930","221","1500000US490490033022","Block Group 2, Census Tract 33.02, Utah County, Utah"
"1097","385","20","21","207","152","27","31","7","11","9","17","66","80","761","378","1500000US490490034011","Block Group 1, Census Tract 34.01, Utah County, Utah"
"2025","553","39","59","276","185","0","12","27","42","95","77","164","165","1424","567","1500000US490490034012","Block Group 2, Census Tract 34.01, Utah County, Utah"
"978","463","86","97","152","165","48","61","0","12","0","12","136","200","556","322","1500000US490490034013","Block Group 3, Census Tract 34.01, Utah County, Utah"
"1754","559","78","118","156","127","8","14","0","12","290","250","60","58","1162","455","1500000US490490034031","Block Group 1, Census Tract 34.03, Utah County, Utah"
"1136","424","0","12","36","49","51","40","22","40","130","120","20","30","877","421","1500000US490490034032","Block Group 2, Census Tract 34.03, Utah County, Utah"
"1140","316","12","18","19","23","0","12","83","130","28","31","130","208","868","273","1500000US490490034033","Block Group 3, Census Tract 34.03, Utah County, Utah"
"690","258","42","42","48","84","0","12","41","62","0","12","34","54","525","242","1500000US490490034034","Block Group 4, Census Tract 34.03, Utah County, Utah"
"1117","263","43","42","90","100","95","153","66","63","132","146","14","22","677","252","1500000US490490034041","Block Group 1, Census Tract 34.04, Utah County, Utah"
"967","264","74","80","22","25","0","12","0","12","41","65","61","71","769","252","1500000US490490034042","Block Group 2, Census Tract 34.04, Utah County, Utah"
"1336","303","50","67","33","33","11","17","53","72","157","147","0","12","1032","335","1500000US490490034051","Block Group 1, Census Tract 34.05, Utah County, Utah"
"2247","1192","26","30","21","24","0","12","56","87","73","83","56","65","2015","1208","1500000US490490034052","Block Group 2, Census Tract 34.05, Utah County, Utah"
"1117","549","0","12","0","12","0","12","0","12","220","240","97","139","800","504","1500000US490490034053","Block Group 3, Census Tract 34.05, Utah County, Utah"
"1612","555","62","45","139","120","10","16","4","6","0","12","14","26","1383","524","1500000US490490101071","Block Group 1, Census Tract 101.07, Utah County, Utah"
"1011","427","76","91","301","361","0","12","0","12","0","12","0","12","634","245","1500000US490490101072","Block Group 2, Census Tract 101.07, Utah County, Utah"
"386","307","1","2","11","12","0","12","5","13","0","12","0","12","369","307","1500000US490490101073","Block Group 3, Census Tract 101.07, Utah County, Utah"
"751","283","5","5","4","7","3","7","3","5","66","105","149","212","521","235","1500000US490490101074","Block Group 4, Census Tract 101.07, Utah County, Utah"
"1035","255","6","8","0","12","0","12","16","42","0","12","0","12","1013","255","1500000US490490101101","Block Group 1, Census Tract 101.10, Utah County, Utah"
"1438","438","16","26","52","76","30","49","0","12","0","12","14","21","1326","429","1500000US490490101102","Block Group 2, Census Tract 101.10, Utah County, Utah"
"1095","306","5","7","0","12","0","12","0","12","83","105","0","12","1007","318","1500000US490490101103","Block Group 3, Census Tract 101.10, Utah County, Utah"
"2138","831","0","12","0","12","129","144","258","209","0","12","200","327","1551","794","1500000US490490101141","Block Group 1, Census Tract 101.14, Utah County, Utah"
"2329","402","190","206","0","12","27","46","204","237","342","242","0","12","1566","472","1500000US490490101142","Block Group 2, Census Tract 101.14, Utah County, Utah"
"1207","290","6","11","0","12","0","12","69","116","62","102","0","12","1070","280","1500000US490490101143","Block Group 3, Census Tract 101.14, Utah County, Utah"
"1472","546","159","238","0","12","0","12","369","484","0","12","91","102","853","231","1500000US490490101151","Block Group 1, Census Tract 101.15, Utah County, Utah"
"692","316","0","12","108","128","108","161","0","12","0","12","0","12","476","324","1500000US490490101152","Block Group 2, Census Tract 101.15, Utah County, Utah"
"1141","497","30","46","105","165","160","185","117","139","72","91","0","12","657","441","1500000US490490101153","Block Group 3, Census Tract 101.15, Utah County, Utah"
"1821","491","179","250","0","12","0","12","0","12","82","92","35","59","1525","457","1500000US490490101161","Block Group 1, Census Tract 101.16, Utah County, Utah"
"3259","524","7","29","44","68","99","94","0","12","0","12","85","146","3024","565","1500000US490490101162","Block Group 2, Census Tract 101.16, Utah County, Utah"
"487","191","0","12","0","12","0","12","0","12","0","12","0","12","487","191","1500000US490490101171","Block Group 1, Census Tract 101.17, Utah County, Utah"
"2893","542","45","81","40","63","192","164","0","12","389","283","85","140","2142","569","1500000US490490101172","Block Group 2, Census Tract 101.17, Utah County, Utah"
"499","328","0","12","0","12","0","12","0","12","0","12","0","12","499","328","1500000US490490101173","Block Group 3, Census Tract 101.17, Utah County, Utah"
"721","286","0","12","5","12","0","12","66","118","0","12","0","12","650","267","1500000US490490101181","Block Group 1, Census Tract 101.18, Utah County, Utah"
"2541","673","24","34","105","156","151","195","0","12","318","346","88","140","1855","573","1500000US490490101182","Block Group 2, Census Tract 101.18, Utah County, Utah"
"1015","332","0","12","71","98","0","12","0","12","72","102","0","12","872","319","1500000US490490101183","Block Group 3, Census Tract 101.18, Utah County, Utah"
"1494","398","0","12","369","279","0","12","0","12","143","174","14","23","968","343","1500000US490490101191","Block Group 1, Census Tract 101.19, Utah County, Utah"
"162","228","0","12","0","12","0","12","0","12","0","12","0","12","162","228","1500000US490490101192","Block Group 2, Census Tract 101.19, Utah County, Utah"
"989","224","0","12","0","12","0","12","302","241","171","265","44","52","472","225","1500000US490490101193","Block Group 3, Census Tract 101.19, Utah County, Utah"
"2545","738","40","46","164","226","72","119","452","367","309","490","0","12","1508","371","1500000US490490101201","Block Group 1, Census Tract 101.20, Utah County, Utah"
"3717","609","0","12","177","281","66","107","230","333","56","92","30","44","3158","634","1500000US490490101202","Block Group 2, Census Tract 101.20, Utah County, Utah"
"2093","695","137","157","0","12","0","12","0","12","216","209","88","138","1652","707","1500000US490490101203","Block Group 3, Census Tract 101.20, Utah County, Utah"
"2898","643","171","248","0","12","122","205","0","12","0","12","0","12","2605","644","1500000US490490101211","Block Group 1, Census Tract 101.21, Utah County, Utah"
"4541","852","0","12","17","27","0","12","83","127","353","437","0","12","4088","771","1500000US490490101212","Block Group 2, Census Tract 101.21, Utah County, Utah"
"3758","2095","0","12","13","20","0","12","54","96","1576","2056","0","12","2115","721","1500000US490490101221","Block Group 1, Census Tract 101.22, Utah County, Utah"
"3129","577","29","40","139","194","263","252","81","134","0","12","153","207","2464","517","1500000US490490101222","Block Group 2, Census Tract 101.22, Utah County, Utah"
"4027","1017","131","169","0","12","0","12","0","12","161","135","387","460","3348","957","1500000US490490101231","Block Group 1, Census Tract 101.23, Utah County, Utah"
"2120","580","72","84","43","68","0","12","56","91","84","141","67","108","1798","600","1500000US490490101232","Block Group 2, Census Tract 101.23, Utah County, Utah"
"1225","471","4","8","0","12","0","12","0","12","69","110","125","98","1027","455","1500000US490490101233","Block Group 3, Census Tract 101.23, Utah County, Utah"
"940","223","0","12","0","12","0","12","0","12","36","37","37","40","867","222","1500000US490490101241","Block Group 1, Census Tract 101.24, Utah County, Utah"
"544","219","0","12","0","12","0","12","49","72","0","12","45","54","450","229","1500000US490490101242","Block Group 2, Census Tract 101.24, Utah County, Utah"
"2491","743","270","358","0","12","50","58","0","12","137","147","48","69","1986","747","1500000US490490101251","Block Group 1, Census Tract 101.25, Utah County, Utah"
"649","283","0","12","0","12","0","12","0","12","146","219","69","111","434","194","1500000US490490101252","Block Group 2, Census Tract 101.25, Utah County, Utah"
"1222","341","0","12","0","12","0","12","0","12","0","12","0","12","1222","341","1500000US490490101261","Block Group 1, Census Tract 101.26, Utah County, Utah"
"1671","485","0","12","0","12","0","12","269","381","131","216","0","12","1271","350","1500000US490490101262","Block Group 2, Census Tract 101.26, Utah County, Utah"
"1938","611","70","115","0","12","0","12","0","12","0","12","94","160","1774","624","1500000US490490101271","Block Group 1, Census Tract 101.27, Utah County, Utah"
"3578","714","54","84","64","98","0","12","220","288","46","40","16","24","3178","702","1500000US490490101272","Block Group 2, Census Tract 101.27, Utah County, Utah"
"733","292","0","12","0","12","0","12","88","137","0","12","0","12","645","333","1500000US490490101273","Block Group 3, Census Tract 101.27, Utah County, Utah"
"3475","382","185","171","527","395","130","201","0","12","331","261","100","95","2202","454","1500000US490490101281","Block Group 1, Census Tract 101.28, Utah County, Utah"
"470","212","0","12","0","12","0","12","0","12","0","12","0","12","470","212","1500000US490490101282","Block Group 2, Census Tract 101.28, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490101283","Block Group 3, Census Tract 101.28, Utah County, Utah"
"613","201","0","12","0","12","96","139","0","12","0","12","70","90","447","195","1500000US490490101291","Block Group 1, Census Tract 101.29, Utah County, Utah"
"1500","429","5","8","0","12","0","12","0","12","177","190","0","12","1318","427","1500000US490490101292","Block Group 2, Census Tract 101.29, Utah County, Utah"
"2205","611","0","12","0","12","0","12","0","12","0","12","59","89","2146","607","1500000US490490101293","Block Group 3, Census Tract 101.29, Utah County, Utah"
"1274","349","0","12","0","12","0","12","27","44","0","12","0","12","1247","356","1500000US490490101301","Block Group 1, Census Tract 101.30, Utah County, Utah"
"631","247","10","17","0","12","0","12","19","33","10","16","0","12","592","255","1500000US490490101302","Block Group 2, Census Tract 101.30, Utah County, Utah"
"1448","376","93","146","0","12","0","12","56","94","79","122","76","123","1144","344","1500000US490490101303","Block Group 3, Census Tract 101.30, Utah County, Utah"
"130","135","0","12","17","26","0","12","0","12","0","12","0","12","113","138","1500000US490490101311","Block Group 1, Census Tract 101.31, Utah County, Utah"
"3131","612","90","113","239","192","9","14","156","145","241","193","258","249","2138","430","1500000US490490101312","Block Group 2, Census Tract 101.31, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490101313","Block Group 3, Census Tract 101.31, Utah County, Utah"
"1145","568","0","12","0","12","158","208","0","12","0","12","0","12","987","561","1500000US490490101314","Block Group 4, Census Tract 101.31, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490101320","Block Group 0, Census Tract 101.32, Utah County, Utah"
"1696","1023","0","12","14","22","676","1014","0","12","0","12","0","12","1006","320","1500000US490490101321","Block Group 1, Census Tract 101.32, Utah County, Utah"
"1226","294","0","12","33","53","0","12","0","12","111","140","0","12","1082","275","1500000US490490101322","Block Group 2, Census Tract 101.32, Utah County, Utah"
"886","381","0","12","0","12","0","12","0","12","0","12","16","24","870","379","1500000US490490101323","Block Group 3, Census Tract 101.32, Utah County, Utah"
"1947","295","49","64","0","12","0","12","0","12","9","14","0","12","1889","300","1500000US490490102081","Block Group 1, Census Tract 102.08, Utah County, Utah"
"995","230","10","15","0","12","0","12","6","9","31","37","100","149","848","201","1500000US490490102082","Block Group 2, Census Tract 102.08, Utah County, Utah"
"1086","276","9","13","0","12","16","24","0","12","47","73","0","12","1014","268","1500000US490490102083","Block Group 3, Census Tract 102.08, Utah County, Utah"
"1527","418","204","219","16","26","130","196","0","12","0","12","0","12","1177","334","1500000US490490102091","Block Group 1, Census Tract 102.09, Utah County, Utah"
"1641","373","0","12","123","186","0","12","0","12","55","86","0","12","1463","402","1500000US490490102092","Block Group 2, Census Tract 102.09, Utah County, Utah"
"1361","360","21","32","12","19","0","12","51","65","172","251","52","84","1053","344","1500000US490490102093","Block Group 3, Census Tract 102.09, Utah County, Utah"
"1485","323","10","17","222","319","34","48","0","12","58","89","0","12","1161","252","1500000US490490102094","Block Group 4, Census Tract 102.09, Utah County, Utah"
"1509","367","26","39","60","94","13","16","0","12","0","12","0","12","1410","391","1500000US490490102101","Block Group 1, Census Tract 102.10, Utah County, Utah"
"1907","320","12","19","20","33","81","89","0","12","25","26","52","78","1717","327","1500000US490490102102","Block Group 2, Census Tract 102.10, Utah County, Utah"
"2084","313","122","119","89","113","10","16","22","35","121","140","26","44","1694","315","1500000US490490102103","Block Group 3, Census Tract 102.10, Utah County, Utah"
"935","190","15","16","0","12","0","12","10","16","111","112","0","12","799","184","1500000US490490102111","Block Group 1, Census Tract 102.11, Utah County, Utah"
"254","172","0","12","0","12","0","12","4","7","0","12","0","12","250","173","1500000US490490102112","Block Group 2, Census Tract 102.11, Utah County, Utah"
"1408","347","46","43","0","12","32","47","0","12","0","12","15","23","1315","351","1500000US490490102113","Block Group 3, Census Tract 102.11, Utah County, Utah"
"1205","246","26","43","0","12","0","12","64","51","0","12","6","9","1109","237","1500000US490490102114","Block Group 4, Census Tract 102.11, Utah County, Utah"
"1797","406","0","12","0","12","0","12","59","99","100","129","0","12","1638","389","1500000US490490102121","Block Group 1, Census Tract 102.12, Utah County, Utah"
"2881","644","38","61","320","378","42","44","70","112","133","169","173","174","2105","527","1500000US490490102122","Block Group 2, Census Tract 102.12, Utah County, Utah"
"4204","713","57","91","49","83","162","186","6","10","178","237","34","63","3718","705","1500000US490490102123","Block Group 3, Census Tract 102.12, Utah County, Utah"
"1616","292","68","82","0","12","0","12","18","31","0","12","6","10","1524","284","1500000US490490102131","Block Group 1, Census Tract 102.13, Utah County, Utah"
"602","173","14","14","16","16","21","23","2","4","6","8","42","59","501","153","1500000US490490102132","Block Group 2, Census Tract 102.13, Utah County, Utah"
"784","228","0","12","0","12","0","12","0","12","0","12","0","12","784","228","1500000US490490102133","Block Group 3, Census Tract 102.13, Utah County, Utah"
"1778","356","21","31","0","12","0","12","0","12","37","48","0","12","1720","341","1500000US490490102161","Block Group 1, Census Tract 102.16, Utah County, Utah"
"753","200","0","12","0","12","0","12","31","42","39","54","3","7","680","190","1500000US490490102162","Block Group 2, Census Tract 102.16, Utah County, Utah"
"1242","427","95","112","2","5","0","12","63","74","26","39","0","12","1056","440","1500000US490490102163","Block Group 3, Census Tract 102.16, Utah County, Utah"
"693","231","0","12","0","12","0","12","0","12","0","12","0","12","693","231","1500000US490490102171","Block Group 1, Census Tract 102.17, Utah County, Utah"
"2998","479","7","11","0","12","29","35","43","68","97","109","0","12","2822","477","1500000US490490102172","Block Group 2, Census Tract 102.17, Utah County, Utah"
"2700","593","0","12","0","12","0","12","0","12","39","59","57","90","2604","603","1500000US490490102173","Block Group 3, Census Tract 102.17, Utah County, Utah"
"2082","505","16","23","18","28","0","12","0","12","88","136","0","12","1960","504","1500000US490490102191","Block Group 1, Census Tract 102.19, Utah County, Utah"
"1005","271","0","12","0","12","0","12","0","12","156","149","0","12","849","214","1500000US490490102192","Block Group 2, Census Tract 102.19, Utah County, Utah"
"2219","538","89","120","0","12","0","12","0","12","52","84","234","316","1844","448","1500000US490490102193","Block Group 3, Census Tract 102.19, Utah County, Utah"
"1959","487","0","12","0","12","0","12","0","12","127","127","26","42","1806","472","1500000US490490102201","Block Group 1, Census Tract 102.20, Utah County, Utah"
"1621","456","40","66","51","80","0","12","65","104","141","178","0","12","1324","503","1500000US490490102202","Block Group 2, Census Tract 102.20, Utah County, Utah"
"1441","432","0","12","0","12","0","12","0","12","307","400","0","12","1134","389","1500000US490490102203","Block Group 3, Census Tract 102.20, Utah County, Utah"
"1740","343","189","208","0","12","0","12","0","12","125","139","13","20","1413","378","1500000US490490102204","Block Group 4, Census Tract 102.20, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102211","Block Group 1, Census Tract 102.21, Utah County, Utah"
"2569","847","31","33","266","288","86","117","0","12","32","53","162","246","1992","833","1500000US490490102212","Block Group 2, Census Tract 102.21, Utah County, Utah"
"3929","1159","0","12","0","12","0","12","0","12","0","12","83","150","3846","1170","1500000US490490102221","Block Group 1, Census Tract 102.22, Utah County, Utah"
"1262","421","0","12","0","12","0","12","41","79","0","12","0","12","1221","446","1500000US490490102222","Block Group 2, Census Tract 102.22, Utah County, Utah"
"2584","1481","339","347","0","12","0","12","0","12","158","253","0","12","2087","1417","1500000US490490102223","Block Group 3, Census Tract 102.22, Utah County, Utah"
"603","221","0","12","0","12","0","12","0","12","0","12","0","12","603","221","1500000US490490102231","Block Group 1, Census Tract 102.23, Utah County, Utah"
"934","284","0","12","0","12","0","12","23","39","50","79","0","12","861","295","1500000US490490102232","Block Group 2, Census Tract 102.23, Utah County, Utah"
"848","258","0","12","35","45","0","12","0","12","0","12","0","12","813","243","1500000US490490102233","Block Group 3, Census Tract 102.23, Utah County, Utah"
"1907","402","0","12","25","43","0","12","0","12","7","14","0","12","1875","406","1500000US490490102241","Block Group 1, Census Tract 102.24, Utah County, Utah"
"1493","294","0","12","36","61","0","12","0","12","247","239","0","12","1210","312","1500000US490490102242","Block Group 2, Census Tract 102.24, Utah County, Utah"
"1128","317","0","12","0","12","39","47","0","12","0","12","6","11","1083","320","1500000US490490102251","Block Group 1, Census Tract 102.25, Utah County, Utah"
"889","277","0","12","0","12","21","23","11","17","46","74","16","27","795","289","1500000US490490102252","Block Group 2, Census Tract 102.25, Utah County, Utah"
"533","337","17","11","6","11","0","12","0","12","2","4","0","12","508","339","1500000US490490102253","Block Group 3, Census Tract 102.25, Utah County, Utah"
"1208","400","184","255","0","12","0","12","16","24","0","12","0","12","1008","375","1500000US490490102254","Block Group 4, Census Tract 102.25, Utah County, Utah"
"1615","378","0","12","0","12","58","90","0","12","23","35","0","12","1534","362","1500000US490490102261","Block Group 1, Census Tract 102.26, Utah County, Utah"
"1908","1445","12","17","8","14","0","12","0","12","73","84","0","12","1815","1449","1500000US490490102262","Block Group 2, Census Tract 102.26, Utah County, Utah"
"1185","320","0","12","30","52","27","46","9","15","231","259","48","75","840","213","1500000US490490102263","Block Group 3, Census Tract 102.26, Utah County, Utah"
"2275","486","0","12","12","21","255","376","0","12","32","53","0","12","1976","477","1500000US490490103031","Block Group 1, Census Tract 103.03, Utah County, Utah"
"964","319","7","10","0","12","0","12","0","12","225","253","101","141","631","243","1500000US490490103032","Block Group 2, Census Tract 103.03, Utah County, Utah"
"1654","472","44","55","6","11","0","12","0","12","17","26","10","18","1577","475","1500000US490490103033","Block Group 3, Census Tract 103.03, Utah County, Utah"
"2175","370","34","31","51","53","58","69","13","14","17","22","0","12","2002","366","1500000US490490103051","Block Group 1, Census Tract 103.05, Utah County, Utah"
"1843","352","27","32","39","59","0","12","64","61","15","31","87","96","1611","342","1500000US490490103052","Block Group 2, Census Tract 103.05, Utah County, Utah"
"1676","548","55","138","0","12","1","2","330","468","238","231","0","12","1052","404","1500000US490490103061","Block Group 1, Census Tract 103.06, Utah County, Utah"
"598","291","0","12","0","12","0","12","0","12","143","146","0","12","455","248","1500000US490490103062","Block Group 2, Census Tract 103.06, Utah County, Utah"
"2004","511","0","12","0","12","0","12","0","12","0","12","0","12","2004","511","1500000US490490103071","Block Group 1, Census Tract 103.07, Utah County, Utah"
"1464","497","16","27","0","12","209","332","0","12","56","94","0","12","1183","437","1500000US490490103072","Block Group 2, Census Tract 103.07, Utah County, Utah"
"1827","373","114","174","0","12","0","12","143","209","30","52","0","12","1540","356","1500000US490490103073","Block Group 3, Census Tract 103.07, Utah County, Utah"
"947","545","0","12","0","12","0","12","0","12","90","140","0","12","857","532","1500000US490490103081","Block Group 1, Census Tract 103.08, Utah County, Utah"
"616","287","0","12","0","12","0","12","0","12","0","12","0","12","616","287","1500000US490490103082","Block Group 2, Census Tract 103.08, Utah County, Utah"
"2377","685","0","12","0","12","236","313","209","329","744","736","0","12","1188","376","1500000US490490103083","Block Group 3, Census Tract 103.08, Utah County, Utah"
"1522","446","0","12","54","81","8","13","0","12","0","12","0","12","1460","461","1500000US490490104041","Block Group 1, Census Tract 104.04, Utah County, Utah"
