"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"1740","343","1695","336","1695","336","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","45","72","45","72","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102204","Block Group 4, Census Tract 102.20, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102211","Block Group 1, Census Tract 102.21, Utah County, Utah"
"2569","847","2353","834","2206","828","0","12","0","12","21","32","0","12","0","12","126","147","35","55","91","136","216","219","216","219","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102212","Block Group 2, Census Tract 102.21, Utah County, Utah"
"3929","1159","3757","1170","3587","1174","0","12","0","12","122","141","0","12","0","12","48","46","0","12","48","46","172","180","140","163","0","12","0","12","0","12","0","12","12","21","20","30","20","30","0","12","1500000US490490102221","Block Group 1, Census Tract 102.22, Utah County, Utah"
"1262","421","1228","418","1166","412","35","58","0","12","0","12","0","12","0","12","27","42","0","12","27","42","34","43","25","40","0","12","0","12","0","12","0","12","9","15","0","12","0","12","0","12","1500000US490490102222","Block Group 2, Census Tract 102.22, Utah County, Utah"
"2584","1481","2584","1481","2557","1477","0","12","0","12","0","12","0","12","0","12","27","39","0","12","27","39","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102223","Block Group 3, Census Tract 102.22, Utah County, Utah"
"603","221","603","221","603","221","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102231","Block Group 1, Census Tract 102.23, Utah County, Utah"
"934","284","931","284","897","280","8","16","0","12","0","12","0","12","26","47","0","12","0","12","0","12","3","7","0","12","0","12","0","12","0","12","0","12","0","12","3","7","3","7","0","12","1500000US490490102232","Block Group 2, Census Tract 102.23, Utah County, Utah"
"848","258","848","258","848","258","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102233","Block Group 3, Census Tract 102.23, Utah County, Utah"
"1914","402","1872","404","1830","413","42","64","0","12","0","12","0","12","0","12","0","12","0","12","0","12","42","65","42","65","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102241","Block Group 1, Census Tract 102.24, Utah County, Utah"
"1493","294","1447","287","1429","289","0","12","0","12","0","12","0","12","0","12","18","32","0","12","18","32","46","51","29","43","0","12","0","12","0","12","0","12","17","27","0","12","0","12","0","12","1500000US490490102242","Block Group 2, Census Tract 102.24, Utah County, Utah"
"1128","317","1105","325","1056","330","0","12","0","12","0","12","30","38","0","12","19","30","0","12","19","30","23","38","14","24","9","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102251","Block Group 1, Census Tract 102.25, Utah County, Utah"
"889","277","880","276","771","271","0","12","0","12","0","12","11","21","0","12","98","115","0","12","98","115","9","17","9","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102252","Block Group 2, Census Tract 102.25, Utah County, Utah"
"533","337","364","302","364","302","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","169","173","70","103","0","12","0","12","0","12","0","12","0","12","99","146","99","146","0","12","1500000US490490102253","Block Group 3, Census Tract 102.25, Utah County, Utah"
"1208","400","1140","393","1036","358","16","24","0","12","0","12","15","24","0","12","73","121","0","12","73","121","68","68","0","12","0","12","0","12","0","12","0","12","12","20","56","66","0","12","56","66","1500000US490490102254","Block Group 4, Census Tract 102.25, Utah County, Utah"
"1615","378","1584","382","1371","324","0","12","0","12","0","12","145","174","0","12","68","71","0","12","68","71","31","33","31","33","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102261","Block Group 1, Census Tract 102.26, Utah County, Utah"
"1908","1445","1887","1443","1880","1444","0","12","0","12","0","12","0","12","0","12","7","12","0","12","7","12","21","36","21","36","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102262","Block Group 2, Census Tract 102.26, Utah County, Utah"
"1185","320","1018","309","963","319","9","16","0","12","0","12","0","12","0","12","46","57","0","12","46","57","167","155","78","77","0","12","0","12","0","12","0","12","89","88","0","12","0","12","0","12","1500000US490490102263","Block Group 3, Census Tract 102.26, Utah County, Utah"
"2275","486","2270","486","2186","473","48","58","0","12","0","12","0","12","0","12","36","52","0","12","36","52","5","10","5","10","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490103031","Block Group 1, Census Tract 103.03, Utah County, Utah"
"964","319","694","284","681","287","0","12","0","12","0","12","13","23","0","12","0","12","0","12","0","12","270","183","64","79","0","12","0","12","0","12","0","12","47","75","159","193","128","177","31","51","1500000US490490103032","Block Group 2, Census Tract 103.03, Utah County, Utah"
"1654","472","1632","472","1615","469","0","12","0","12","0","12","0","12","0","12","17","25","0","12","17","25","22","38","22","38","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490103033","Block Group 3, Census Tract 103.03, Utah County, Utah"
"2192","375","2094","358","2085","355","0","12","9","15","0","12","0","12","0","12","0","12","0","12","0","12","98","106","15","14","0","12","6","10","0","12","0","12","77","109","0","12","0","12","0","12","1500000US490490103051","Block Group 1, Census Tract 103.05, Utah County, Utah"
"1843","352","1810","356","1713","345","5","9","41","60","0","12","6","12","0","12","45","46","0","12","45","46","33","36","21","31","0","12","0","12","0","12","0","12","0","12","12","19","0","12","12","19","1500000US490490103052","Block Group 2, Census Tract 103.05, Utah County, Utah"
"1745","549","1142","546","1071","546","16","22","21","32","0","12","0","12","0","12","34","32","0","12","34","32","603","168","596","166","0","12","0","12","0","12","0","12","6","10","1","2","0","12","1","2","1500000US490490103061","Block Group 1, Census Tract 103.06, Utah County, Utah"
"598","291","580","282","513","261","0","12","0","12","0","12","26","40","0","12","41","69","0","12","41","69","18","26","18","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490103062","Block Group 2, Census Tract 103.06, Utah County, Utah"
"2065","516","1979","519","1710","411","0","12","12","26","0","12","0","12","0","12","257","244","13","20","244","245","86","137","80","136","0","12","0","12","0","12","0","12","0","12","6","13","0","12","6","13","1500000US490490103071","Block Group 1, Census Tract 103.07, Utah County, Utah"
"1464","497","1263","499","944","381","0","12","42","67","0","12","277","395","0","12","0","12","0","12","0","12","201","124","71","73","0","12","0","12","0","12","0","12","65","71","65","80","65","80","0","12","1500000US490490103072","Block Group 2, Census Tract 103.07, Utah County, Utah"
"1827","373","1674","358","1660","354","0","12","0","12","0","12","0","12","0","12","14","23","14","23","0","12","153","127","109","121","0","12","0","12","0","12","0","12","44","50","0","12","0","12","0","12","1500000US490490103073","Block Group 3, Census Tract 103.07, Utah County, Utah"
"947","545","947","545","947","545","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490103081","Block Group 1, Census Tract 103.08, Utah County, Utah"
"643","288","643","288","639","287","4","10","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490103082","Block Group 2, Census Tract 103.08, Utah County, Utah"
"2377","685","1616","530","1510","538","0","12","0","12","68","105","0","12","0","12","38","63","0","12","38","63","761","798","213","197","0","12","0","12","0","12","0","12","548","803","0","12","0","12","0","12","1500000US490490103083","Block Group 3, Census Tract 103.08, Utah County, Utah"
"1522","446","1500","445","1490","449","10","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","22","30","22","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490104041","Block Group 1, Census Tract 104.04, Utah County, Utah"
"1359","313","1268","288","1141","294","0","12","0","12","3","11","3","12","0","12","121","149","43","71","78","129","91","146","91","146","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490104042","Block Group 2, Census Tract 104.04, Utah County, Utah"
"861","226","794","244","752","237","34","53","0","12","8","12","0","12","0","12","0","12","0","12","0","12","67","106","67","106","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490104043","Block Group 3, Census Tract 104.04, Utah County, Utah"
"853","282","791","257","779","257","0","12","0","12","0","12","0","12","0","12","12","21","0","12","12","21","62","47","46","44","0","12","6","11","0","12","0","12","10","18","0","12","0","12","0","12","1500000US490490104044","Block Group 4, Census Tract 104.04, Utah County, Utah"
"2045","533","1852","527","1852","527","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","193","112","125","91","0","12","0","12","0","12","0","12","68","81","0","12","0","12","0","12","1500000US490490104051","Block Group 1, Census Tract 104.05, Utah County, Utah"
"1601","446","1284","359","1276","359","0","12","0","12","0","12","0","12","0","12","8","12","0","12","8","12","317","328","317","328","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490104052","Block Group 2, Census Tract 104.05, Utah County, Utah"
"722","146","634","144","631","145","0","12","0","12","0","12","0","12","0","12","3","4","3","4","0","12","88","75","66","71","0","12","0","12","0","12","0","12","0","12","22","34","22","34","0","12","1500000US490490104053","Block Group 3, Census Tract 104.05, Utah County, Utah"
"2415","255","2357","255","2290","268","39","54","0","12","0","12","1","4","0","12","27","27","12","18","15","19","58","71","55","70","0","12","0","12","0","12","0","12","3","6","0","12","0","12","0","12","1500000US490490104061","Block Group 1, Census Tract 104.06, Utah County, Utah"
"798","396","788","394","788","394","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","10","16","9","16","0","12","0","12","0","12","0","12","1","2","0","12","0","12","0","12","1500000US490490104062","Block Group 2, Census Tract 104.06, Utah County, Utah"
"1034","267","1007","268","952","251","0","12","0","12","0","12","0","12","0","12","55","87","0","12","55","87","27","29","27","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490104071","Block Group 1, Census Tract 104.07, Utah County, Utah"
"1784","452","1550","280","1415","272","0","12","0","12","3","6","48","50","0","12","84","74","16","26","68","69","234","292","50","75","0","12","0","12","0","12","0","12","0","12","184","286","184","286","0","12","1500000US490490104072","Block Group 2, Census Tract 104.07, Utah County, Utah"
"1649","319","1606","311","1515","301","0","12","14","24","5","9","0","12","0","12","72","84","0","12","72","84","43","54","43","54","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490104081","Block Group 1, Census Tract 104.08, Utah County, Utah"
"872","340","859","337","835","340","0","12","0","12","15","18","0","12","0","12","9","13","0","12","9","13","13","21","0","12","0","12","0","12","0","12","0","12","13","21","0","12","0","12","0","12","1500000US490490104082","Block Group 2, Census Tract 104.08, Utah County, Utah"
"1490","401","1483","401","1363","407","26","40","15","26","0","12","0","12","0","12","79","107","0","12","79","107","7","12","7","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490104083","Block Group 3, Census Tract 104.08, Utah County, Utah"
"1774","351","1698","348","1623","336","0","12","31","49","0","12","19","16","0","12","25","39","0","12","25","39","76","58","62","51","0","12","0","12","0","12","6","9","8","11","0","12","0","12","0","12","1500000US490490104091","Block Group 1, Census Tract 104.09, Utah County, Utah"
"1717","417","1459","291","1452","291","0","12","0","12","0","12","0","12","0","12","7","12","0","12","7","12","258","241","100","88","0","12","0","12","0","12","0","12","158","230","0","12","0","12","0","12","1500000US490490104092","Block Group 2, Census Tract 104.09, Utah County, Utah"
"362","116","362","116","346","115","0","12","0","12","0","12","0","12","0","12","16","27","0","12","16","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490104101","Block Group 1, Census Tract 104.10, Utah County, Utah"
"1131","242","1118","243","1113","242","0","12","0","12","0","12","0","12","0","12","5","8","0","12","5","8","13","20","0","12","0","12","0","12","0","12","0","12","13","20","0","12","0","12","0","12","1500000US490490104102","Block Group 2, Census Tract 104.10, Utah County, Utah"
"108","126","108","126","108","126","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490104103","Block Group 3, Census Tract 104.10, Utah County, Utah"
"2298","398","1779","378","1696","367","0","12","0","12","0","12","11","19","0","12","72","74","32","49","40","55","519","161","284","182","0","12","0","12","0","12","0","12","154","143","81","100","81","100","0","12","1500000US490490104104","Block Group 4, Census Tract 104.10, Utah County, Utah"
"1416","227","1365","224","1339","223","0","12","0","12","7","10","0","12","0","12","19","20","0","12","19","20","51","29","33","21","0","12","0","12","0","12","0","12","5","6","13","22","13","22","0","12","1500000US490490104111","Block Group 1, Census Tract 104.11, Utah County, Utah"
"2327","387","2229","390","2210","391","0","12","0","12","2","3","0","12","0","12","17","24","17","24","0","12","98","42","39","22","0","12","0","12","0","12","0","12","12","14","47","34","21","30","26","27","1500000US490490104112","Block Group 2, Census Tract 104.11, Utah County, Utah"
"2910","512","2810","510","2692","505","0","12","0","12","12","18","0","12","0","12","106","85","7","10","99","84","100","56","76","51","0","12","0","12","0","12","0","12","24","22","0","12","0","12","0","12","1500000US490490104113","Block Group 3, Census Tract 104.11, Utah County, Utah"
"1136","688","1136","688","1136","688","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490105031","Block Group 1, Census Tract 105.03, Utah County, Utah"
"2891","330","2644","322","2359","303","35","42","30","30","87","72","22","45","0","12","111","100","0","12","111","100","247","103","185","102","0","12","11","21","0","12","0","12","51","40","0","12","0","12","0","12","1500000US490490105032","Block Group 2, Census Tract 105.03, Utah County, Utah"
"1932","372","1673","378","1599","346","0","12","9","20","0","12","0","12","0","12","65","86","0","12","65","86","259","132","124","84","0","12","0","12","0","12","0","12","75","85","60","73","30","44","30","33","1500000US490490105041","Block Group 1, Census Tract 105.04, Utah County, Utah"
"1249","248","1182","248","1182","248","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","67","47","60","46","0","12","0","12","0","12","0","12","0","12","7","11","0","12","7","11","1500000US490490105042","Block Group 2, Census Tract 105.04, Utah County, Utah"
"1028","329","886","272","797","259","89","124","0","12","0","12","0","12","0","12","0","12","0","12","0","12","142","232","142","232","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490105051","Block Group 1, Census Tract 105.05, Utah County, Utah"
"550","235","550","235","532","233","18","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490105052","Block Group 2, Census Tract 105.05, Utah County, Utah"
"288","141","279","144","279","144","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","16","0","12","0","12","0","12","0","12","0","12","9","16","0","12","0","12","0","12","1500000US490490105053","Block Group 3, Census Tract 105.05, Utah County, Utah"
"1173","331","938","267","938","267","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","235","272","224","269","0","12","0","12","0","12","0","12","0","12","11","19","11","19","0","12","1500000US490490105054","Block Group 4, Census Tract 105.05, Utah County, Utah"
"1773","356","1390","349","1383","349","0","12","0","12","0","12","7","12","0","12","0","12","0","12","0","12","383","182","375","186","0","12","0","12","0","12","0","12","0","12","8","13","8","13","0","12","1500000US490490105055","Block Group 5, Census Tract 105.05, Utah County, Utah"
"1144","449","717","407","717","407","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","427","238","237","213","0","12","0","12","0","12","0","12","190","144","0","12","0","12","0","12","1500000US490490105061","Block Group 1, Census Tract 105.06, Utah County, Utah"
"525","189","499","190","480","187","0","12","0","12","0","12","19","29","0","12","0","12","0","12","0","12","26","32","26","32","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490105062","Block Group 2, Census Tract 105.06, Utah County, Utah"
"434","239","417","238","417","238","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","17","25","17","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490105063","Block Group 3, Census Tract 105.06, Utah County, Utah"
"1828","315","1645","311","1593","316","20","20","0","12","0","12","2","4","0","12","30","27","0","12","30","27","183","157","87","71","0","12","10","20","0","12","27","40","9","12","50","56","14","19","36","52","1500000US490490106001","Block Group 1, Census Tract 106, Utah County, Utah"
"1980","278","1906","278","1754","252","13","18","5","7","0","12","54","64","0","12","80","82","0","12","80","82","74","52","23","23","0","12","0","12","0","12","0","12","32","31","19","21","19","21","0","12","1500000US490490106002","Block Group 2, Census Tract 106, Utah County, Utah"
"1247","313","1092","287","1008","269","0","12","4","7","2","3","2","3","46","46","30","38","0","12","30","38","155","119","115","98","0","12","0","12","0","12","0","12","0","12","40","64","40","64","0","12","1500000US490490106003","Block Group 3, Census Tract 106, Utah County, Utah"
"1932","351","1916","346","1744","345","31","55","0","12","20","39","95","90","0","12","26","33","0","12","26","33","16","22","7","14","0","12","0","12","0","12","0","12","9","17","0","12","0","12","0","12","1500000US490490107001","Block Group 1, Census Tract 107, Utah County, Utah"
"1334","291","1196","266","1126","257","0","12","20","29","0","12","0","12","0","12","50","61","0","12","50","61","138","140","78","109","0","12","0","12","0","12","0","12","60","89","0","12","0","12","0","12","1500000US490490107002","Block Group 2, Census Tract 107, Utah County, Utah"
"2443","481","2319","450","2243","466","0","12","0","12","0","12","52","70","0","12","24","28","0","12","24","28","124","111","77","88","0","12","0","12","0","12","0","12","47","54","0","12","0","12","0","12","1500000US490490107003","Block Group 3, Census Tract 107, Utah County, Utah"
"67","51","67","51","67","51","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490109001","Block Group 1, Census Tract 109, Utah County, Utah"
"458","115","404","110","404","110","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","54","45","54","45","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490109002","Block Group 2, Census Tract 109, Utah County, Utah"
"603","260","603","260","602","260","0","12","1","2","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490109003","Block Group 3, Census Tract 109, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490499801001","Block Group 1, Census Tract 9801, Utah County, Utah"
"3516","388","3139","342","2820","289","7","12","4","9","142","103","47","91","0","12","119","55","0","12","119","55","377","121","235","85","0","12","0","12","9","12","0","12","59","46","74","66","58","63","16","21","1500000US490499802001","Block Group 1, Census Tract 9802, Utah County, Utah"
"2211","798","911","343","853","364","40","51","0","12","0","12","0","12","0","12","18","23","12","19","6","11","1300","746","1086","740","0","12","0","12","0","12","0","12","214","186","0","12","0","12","0","12","1500000US490499803001","Block Group 1, Census Tract 9803, Utah County, Utah"
"2161","497","1096","290","747","199","209","241","45","78","29","46","0","12","0","12","66","87","0","12","66","87","1065","438","925","442","0","12","84","124","0","12","0","12","42","69","14","24","14","24","0","12","1500000US490499803002","Block Group 2, Census Tract 9803, Utah County, Utah"
"414","111","379","110","332","111","9","19","29","30","0","12","9","18","0","12","0","12","0","12","0","12","35","30","22","23","0","12","0","12","0","12","0","12","13","20","0","12","0","12","0","12","1500000US490499804001","Block Group 1, Census Tract 9804, Utah County, Utah"
"1617","313","1166","307","761","122","13","15","0","12","28","27","0","12","0","12","364","303","33","48","331","295","451","186","213","213","5","9","0","12","0","12","0","12","233","172","0","12","0","12","0","12","1500000US490499805001","Block Group 1, Census Tract 9805, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490499806001","Block Group 1, Census Tract 9806, Utah County, Utah"
"1841","390","1564","379","1366","371","0","12","55","55","122","147","0","12","0","12","21","24","0","12","21","24","277","186","71","87","0","12","0","12","0","12","0","12","194","166","12","27","0","12","12","27","1500000US490572001001","Block Group 1, Census Tract 2001, Weber County, Utah"
"1462","459","1139","455","1119","455","10","17","0","12","0","12","0","12","0","12","10","17","0","12","10","17","323","157","277","154","0","12","0","12","0","12","0","12","31","36","15","26","15","26","0","12","1500000US490572001002","Block Group 2, Census Tract 2001, Weber County, Utah"
"1169","312","854","223","715","206","0","12","0","12","24","29","0","12","79","115","36","46","0","12","36","46","315","220","305","220","0","12","0","12","0","12","0","12","0","12","10","17","10","17","0","12","1500000US490572001003","Block Group 3, Census Tract 2001, Weber County, Utah"
"2100","536","1199","324","1040","318","40","52","26","32","41","57","0","12","0","12","52","63","0","12","52","63","901","406","389","217","0","12","0","12","0","12","0","12","471","384","41","55","32","50","9","15","1500000US490572002021","Block Group 1, Census Tract 2002.02, Weber County, Utah"
"1871","394","1333","235","1124","253","30","27","169","199","0","12","0","12","1","2","9","13","0","12","9","13","538","271","424","244","0","12","0","12","0","12","0","12","114","117","0","12","0","12","0","12","1500000US490572002022","Block Group 2, Census Tract 2002.02, Weber County, Utah"
"1399","362","540","165","534","164","0","12","0","12","6","13","0","12","0","12","0","12","0","12","0","12","859","337","391","232","0","12","48","84","0","12","0","12","419","249","1","4","1","4","0","12","1500000US490572002031","Block Group 1, Census Tract 2002.03, Weber County, Utah"
"1763","377","1055","312","920","288","0","12","0","12","115","139","0","12","0","12","20","30","0","12","20","30","708","327","553","317","0","12","0","12","0","12","0","12","132","102","23","36","0","12","23","36","1500000US490572002032","Block Group 2, Census Tract 2002.03, Weber County, Utah"
"2267","663","1374","586","1061","433","41","59","0","12","15","25","0","12","0","12","257","252","0","12","257","252","893","400","726","370","0","12","0","12","0","12","0","12","111","119","56","69","56","69","0","12","1500000US490572002033","Block Group 3, Census Tract 2002.03, Weber County, Utah"
"2562","508","1738","421","1583","413","0","12","56","56","1","3","0","12","0","12","98","86","0","12","98","86","824","428","707","410","0","12","0","12","0","12","0","12","15","27","102","126","0","12","102","126","1500000US490572002041","Block Group 1, Census Tract 2002.04, Weber County, Utah"
"2426","568","1691","352","1597","338","26","21","0","12","0","12","0","12","0","12","68","68","30","49","38","45","735","353","229","145","11","16","0","12","10","19","0","12","261","192","224","214","95","81","129","198","1500000US490572002042","Block Group 2, Census Tract 2002.04, Weber County, Utah"
"1074","424","694","333","589","296","21","37","0","12","12","18","1","2","0","12","71","98","0","12","71","98","380","303","289","312","0","12","31","53","0","12","0","12","18","40","42","69","42","69","0","12","1500000US490572003011","Block Group 1, Census Tract 2003.01, Weber County, Utah"
"1654","465","1242","396","1208","408","0","12","0","12","16","27","0","12","0","12","18","31","0","12","18","31","412","276","357","286","0","12","0","12","0","12","0","12","36","171","19","30","0","12","19","30","1500000US490572003012","Block Group 2, Census Tract 2003.01, Weber County, Utah"
"1829","530","1061","326","1061","326","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","768","512","522","481","0","12","0","12","0","12","0","12","181","193","65","94","65","94","0","12","1500000US490572003013","Block Group 3, Census Tract 2003.01, Weber County, Utah"
"882","529","808","526","808","526","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","74","74","61","70","0","12","0","12","0","12","0","12","13","22","0","12","0","12","0","12","1500000US490572003021","Block Group 1, Census Tract 2003.02, Weber County, Utah"
"2933","865","1029","454","965","458","26","37","0","12","38","46","0","12","0","12","0","12","0","12","0","12","1904","826","1112","518","0","12","161","235","0","12","0","12","598","787","33","49","33","49","0","12","1500000US490572003022","Block Group 2, Census Tract 2003.02, Weber County, Utah"
"1212","335","455","186","421","182","10","15","24","36","0","12","0","12","0","12","0","12","0","12","0","12","757","347","383","181","0","12","0","12","0","12","0","12","283","230","91","70","91","70","0","12","1500000US490572004001","Block Group 1, Census Tract 2004, Weber County, Utah"
"712","329","315","161","305","159","10","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","397","316","166","152","0","12","0","12","0","12","0","12","190","271","41","40","31","33","10","18","1500000US490572004002","Block Group 2, Census Tract 2004, Weber County, Utah"
"740","347","655","348","655","348","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","85","108","85","108","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572005001","Block Group 1, Census Tract 2005, Weber County, Utah"
"783","306","573","159","569","158","0","12","0","12","4","7","0","12","0","12","0","12","0","12","0","12","210","261","210","261","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572005002","Block Group 2, Census Tract 2005, Weber County, Utah"
"426","198","379","188","379","188","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","47","51","8","15","0","12","3","7","0","12","0","12","18","29","18","33","4","7","14","26","1500000US490572005003","Block Group 3, Census Tract 2005, Weber County, Utah"
"1121","447","392","266","367","267","0","12","0","12","25","43","0","12","0","12","0","12","0","12","0","12","729","402","536","365","0","12","0","12","0","12","0","12","193","231","0","12","0","12","0","12","1500000US490572005004","Block Group 4, Census Tract 2005, Weber County, Utah"
"1611","529","1423","501","1338","507","0","12","0","12","0","12","0","12","0","12","85","72","0","12","85","72","188","172","135","156","0","12","0","12","0","12","0","12","43","56","10","24","0","12","10","24","1500000US490572005005","Block Group 5, Census Tract 2005, Weber County, Utah"
"1378","564","859","279","808","272","0","12","31","55","0","12","0","12","0","12","20","31","0","12","20","31","519","484","519","484","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572005006","Block Group 6, Census Tract 2005, Weber County, Utah"
"955","382","879","322","845","322","14","25","0","12","0","12","0","12","10","16","10","19","0","12","10","19","76","135","68","118","0","12","0","12","0","12","0","12","0","12","8","18","0","12","8","18","1500000US490572006001","Block Group 1, Census Tract 2006, Weber County, Utah"
"1033","293","750","231","675","233","0","12","29","44","46","67","0","12","0","12","0","12","0","12","0","12","283","182","280","183","0","12","0","12","0","12","0","12","3","7","0","12","0","12","0","12","1500000US490572006002","Block Group 2, Census Tract 2006, Weber County, Utah"
"1295","607","828","266","796","258","9","16","0","12","0","12","0","12","0","12","23","29","0","12","23","29","467","572","455","572","0","12","0","12","0","12","0","12","0","12","12","20","0","12","12","20","1500000US490572006003","Block Group 3, Census Tract 2006, Weber County, Utah"
"1014","301","946","285","908","281","0","12","0","12","0","12","0","12","0","12","38","59","0","12","38","59","68","48","48","41","0","12","0","12","0","12","0","12","20","28","0","12","0","12","0","12","1500000US490572006004","Block Group 4, Census Tract 2006, Weber County, Utah"
"859","254","695","233","635","195","0","12","0","12","9","16","0","12","0","12","51","91","0","12","51","91","164","96","124","90","0","12","0","12","0","12","0","12","40","48","0","12","0","12","0","12","1500000US490572007001","Block Group 1, Census Tract 2007, Weber County, Utah"
"1184","429","1087","418","940","341","0","12","0","12","0","12","16","27","0","12","131","126","0","12","131","126","97","102","53","69","0","12","0","12","0","12","0","12","44","53","0","12","0","12","0","12","1500000US490572007002","Block Group 2, Census Tract 2007, Weber County, Utah"
