"B25044_001E","B25044_001M","B25044_002E","B25044_002M","B25044_003E","B25044_003M","B25044_004E","B25044_004M","B25044_005E","B25044_005M","B25044_006E","B25044_006M","B25044_007E","B25044_007M","B25044_008E","B25044_008M","B25044_009E","B25044_009M","B25044_010E","B25044_010M","B25044_011E","B25044_011M","B25044_012E","B25044_012M","B25044_013E","B25044_013M","B25044_014E","B25044_014M","B25044_015E","B25044_015M","GEO_ID","NAME"
"94","70","94","70","0","12","77","72","17","28","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490005114","Block Group 4, Census Tract 5.11, Utah County, Utah"
"561","103","476","95","5","8","83","69","200","76","150","65","5","8","33","35","85","60","19","21","32","36","34","47","0","12","0","12","0","12","1500000US490490006011","Block Group 1, Census Tract 6.01, Utah County, Utah"
"526","112","347","94","0","12","5","9","120","59","85","38","97","74","40","24","179","65","30","21","34","30","96","69","13","18","6","9","0","12","1500000US490490006012","Block Group 2, Census Tract 6.01, Utah County, Utah"
"496","91","412","85","28","21","19","29","139","59","126","72","44","34","56","52","84","41","12","19","0","12","41","31","15","25","16","19","0","12","1500000US490490006031","Block Group 1, Census Tract 6.03, Utah County, Utah"
"391","74","308","73","0","12","25","24","65","39","79","53","104","64","35","30","83","53","0","12","13","21","70","50","0","12","0","12","0","12","1500000US490490006032","Block Group 2, Census Tract 6.03, Utah County, Utah"
"230","78","175","82","0","12","32","49","13","17","78","48","44","42","8","13","55","42","0","12","24","29","12","18","6","14","0","12","13","21","1500000US490490006033","Block Group 3, Census Tract 6.03, Utah County, Utah"
"365","78","312","67","6","9","33","32","160","59","69","28","15","20","29","20","53","47","0","12","4","7","15","17","23","38","6","10","5","9","1500000US490490006041","Block Group 1, Census Tract 6.04, Utah County, Utah"
"399","70","395","70","0","12","50","33","111","43","148","51","47","25","39","23","4","7","0","12","0","12","4","7","0","12","0","12","0","12","1500000US490490006042","Block Group 2, Census Tract 6.04, Utah County, Utah"
"569","121","167","73","0","12","21","18","105","70","34","37","0","12","7","13","402","118","42","64","191","80","116","69","44","61","9","18","0","12","1500000US490490007031","Block Group 1, Census Tract 7.03, Utah County, Utah"
"616","144","545","148","34","33","127","94","164","77","132","87","86","85","2","21","71","54","0","12","28","40","31","29","12","21","0","12","0","12","1500000US490490007032","Block Group 2, Census Tract 7.03, Utah County, Utah"
"576","136","239","71","0","12","35","37","102","58","51","41","22","28","29","41","337","131","52","66","46","43","220","111","0","12","19","30","0","12","1500000US490490007033","Block Group 3, Census Tract 7.03, Utah County, Utah"
"331","91","117","57","0","12","73","48","44","38","0","12","0","12","0","12","214","87","8","12","36","42","71","62","99","77","0","12","0","12","1500000US490490007061","Block Group 1, Census Tract 7.06, Utah County, Utah"
"398","118","388","123","0","12","47","46","138","66","111","84","82","85","10","16","10","18","0","12","0","12","10","18","0","12","0","12","0","12","1500000US490490007062","Block Group 2, Census Tract 7.06, Utah County, Utah"
"902","168","340","88","23","33","76","55","197","73","14","15","30","29","0","12","562","156","54","36","186","95","96","84","125","128","101","81","0","12","1500000US490490007063","Block Group 3, Census Tract 7.06, Utah County, Utah"
"500","167","355","138","0","12","55","36","121","49","66","53","0","12","113","144","145","92","0","12","0","12","145","92","0","12","0","12","0","12","1500000US490490007064","Block Group 4, Census Tract 7.06, Utah County, Utah"
"248","50","186","52","6","8","36","34","51","28","50","33","35","28","8","12","62","42","0","12","10","15","27","28","25","25","0","12","0","12","1500000US490490007071","Block Group 1, Census Tract 7.07, Utah County, Utah"
"472","111","428","110","0","12","95","66","179","81","130","57","16","18","8","12","44","33","5","8","6","10","24","24","9","16","0","12","0","12","1500000US490490007072","Block Group 2, Census Tract 7.07, Utah County, Utah"
"185","89","185","89","0","12","4","7","122","87","28","21","23","24","8","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490007073","Block Group 3, Census Tract 7.07, Utah County, Utah"
"180","59","152","54","0","12","10","16","40","24","33","20","46","48","23","19","28","33","0","12","20","30","8","12","0","12","0","12","0","12","1500000US490490007074","Block Group 4, Census Tract 7.07, Utah County, Utah"
"419","96","356","94","0","12","33","20","104","35","123","56","88","85","8","10","63","26","0","12","19","17","16","15","5","8","17","17","6","8","1500000US490490007081","Block Group 1, Census Tract 7.08, Utah County, Utah"
"370","65","314","67","0","12","25","26","89","33","125","63","35","26","40","26","56","27","0","12","7","12","34","21","15","15","0","12","0","12","1500000US490490007082","Block Group 2, Census Tract 7.08, Utah County, Utah"
"389","56","326","53","18","19","63","43","138","38","86","35","2","5","19","15","63","29","6","10","6","9","40","23","8","12","0","12","3","6","1500000US490490007091","Block Group 1, Census Tract 7.09, Utah County, Utah"
"135","99","135","99","0","12","32","28","97","100","6","8","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490007092","Block Group 2, Census Tract 7.09, Utah County, Utah"
"340","85","239","55","5","8","31","35","92","28","35","25","66","43","10","9","101","78","0","12","20","23","67","78","14","14","0","12","0","12","1500000US490490007093","Block Group 3, Census Tract 7.09, Utah County, Utah"
"388","49","374","51","0","12","6","10","169","50","127","44","36","26","36","22","14","15","0","12","7","12","0","12","4","7","3","6","0","12","1500000US490490007101","Block Group 1, Census Tract 7.10, Utah County, Utah"
"344","61","340","61","0","12","51","41","134","46","58","28","66","50","31","24","4","6","0","12","0","12","4","6","0","12","0","12","0","12","1500000US490490007102","Block Group 2, Census Tract 7.10, Utah County, Utah"
"274","55","244","49","0","12","41","31","92","32","53","29","14","13","44","30","30","24","0","12","13","19","9","15","8","12","0","12","0","12","1500000US490490007111","Block Group 1, Census Tract 7.11, Utah County, Utah"
"276","48","239","38","0","12","13","13","65","30","79","37","35","23","47","23","37","32","0","12","0","12","37","32","0","12","0","12","0","12","1500000US490490007112","Block Group 2, Census Tract 7.11, Utah County, Utah"
"804","129","546","133","25","29","86","52","186","85","171","86","17","26","61","62","258","105","9","14","106","75","100","62","0","12","43","42","0","12","1500000US490490008011","Block Group 1, Census Tract 8.01, Utah County, Utah"
"412","104","135","65","9","14","41","45","76","47","9","13","0","12","0","12","277","102","0","12","152","86","118","67","7","11","0","12","0","12","1500000US490490008012","Block Group 2, Census Tract 8.01, Utah County, Utah"
"579","122","400","107","10","16","82","54","142","58","72","39","52","36","42","63","179","66","18","20","22","23","89","64","19","22","8","13","23","28","1500000US490490008013","Block Group 3, Census Tract 8.01, Utah County, Utah"
"850","105","504","113","0","12","127","91","213","87","118","67","37","32","9","15","346","112","0","12","217","114","51","44","78","62","0","12","0","12","1500000US490490008031","Block Group 1, Census Tract 8.03, Utah County, Utah"
"407","78","336","85","0","12","170","83","91","54","53","42","22","22","0","12","71","42","0","12","10","16","0","12","24","26","29","35","8","13","1500000US490490008041","Block Group 1, Census Tract 8.04, Utah County, Utah"
"781","135","339","110","8","12","181","93","105","54","36","30","9","24","0","12","442","110","0","12","235","100","177","76","17","20","13","23","0","12","1500000US490490008042","Block Group 2, Census Tract 8.04, Utah County, Utah"
"685","132","127","56","0","12","39","36","74","48","14","22","0","12","0","12","558","136","28","26","314","123","154","70","62","64","0","12","0","12","1500000US490490009011","Block Group 1, Census Tract 9.01, Utah County, Utah"
"733","184","322","93","0","12","62","33","127","74","55","39","60","38","18","20","411","169","73","56","178","168","87","38","54","51","19","28","0","12","1500000US490490009012","Block Group 2, Census Tract 9.01, Utah County, Utah"
"543","147","293","101","0","12","45","31","133","82","67","51","40","39","8","12","250","151","0","12","144","138","96","62","10","16","0","12","0","12","1500000US490490009013","Block Group 3, Census Tract 9.01, Utah County, Utah"
"294","55","241","55","7","10","0","12","104","37","79","44","39","29","12","13","53","34","0","12","0","12","37","26","16","24","0","12","0","12","1500000US490490009031","Block Group 1, Census Tract 9.03, Utah County, Utah"
"285","50","256","53","0","12","11","14","138","46","54","29","39","33","14","14","29","19","0","12","6","8","4","6","19","17","0","12","0","12","1500000US490490009032","Block Group 2, Census Tract 9.03, Utah County, Utah"
"389","67","350","67","6","10","79","45","115","43","101","36","34","32","15","13","39","26","7","10","19","22","13","15","0","12","0","12","0","12","1500000US490490009033","Block Group 3, Census Tract 9.03, Utah County, Utah"
"576","81","481","75","0","12","88","40","251","64","71","35","65","40","6","8","95","43","0","12","41","37","35","25","19","14","0","12","0","12","1500000US490490009041","Block Group 1, Census Tract 9.04, Utah County, Utah"
"373","71","353","69","6","10","63","26","144","52","88","52","34","29","18","17","20","23","0","12","0","12","20","23","0","12","0","12","0","12","1500000US490490009042","Block Group 2, Census Tract 9.04, Utah County, Utah"
"372","129","279","130","0","12","46","38","153","115","67","46","13","21","0","12","93","43","0","12","55","29","38","35","0","12","0","12","0","12","1500000US490490010011","Block Group 1, Census Tract 10.01, Utah County, Utah"
"409","74","337","77","5","8","122","63","112","50","38","35","29","30","31","29","72","52","0","12","27","42","45","40","0","12","0","12","0","12","1500000US490490010012","Block Group 2, Census Tract 10.01, Utah County, Utah"
"382","97","303","77","0","12","61","53","81","54","113","65","48","57","0","12","79","83","0","12","7","11","72","82","0","12","0","12","0","12","1500000US490490010013","Block Group 3, Census Tract 10.01, Utah County, Utah"
"246","46","200","42","15","15","25","21","61","32","71","39","23","17","5","7","46","27","5","8","11","17","30","23","0","12","0","12","0","12","1500000US490490010021","Block Group 1, Census Tract 10.02, Utah County, Utah"
"223","223","14","21","0","12","0","12","14","21","0","12","0","12","0","12","209","223","0","12","0","12","203","223","6","10","0","12","0","12","1500000US490490010022","Block Group 2, Census Tract 10.02, Utah County, Utah"
"685","328","602","326","11","13","88","41","147","48","304","326","38","28","14","13","83","41","0","12","5","9","50","32","28","24","0","12","0","12","1500000US490490010023","Block Group 3, Census Tract 10.02, Utah County, Utah"
"360","55","265","54","30","30","38","24","111","36","58","27","11","13","17","17","95","42","9","13","13","14","57","39","0","12","16","24","0","12","1500000US490490011031","Block Group 1, Census Tract 11.03, Utah County, Utah"
"354","111","126","35","0","12","19","25","34","20","15","17","53","38","5","9","228","102","67","44","98","78","31","27","32","36","0","12","0","12","1500000US490490011032","Block Group 2, Census Tract 11.03, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490011033","Block Group 3, Census Tract 11.03, Utah County, Utah"
"394","70","360","70","0","12","34","28","123","48","97","51","64","36","42","30","34","26","0","12","0","12","26","24","3","6","0","12","5","8","1500000US490490011051","Block Group 1, Census Tract 11.05, Utah County, Utah"
"528","133","290","118","0","12","34","24","142","122","64","34","28","29","22","18","238","68","6","10","101","58","94","59","27","24","5","8","5","7","1500000US490490011052","Block Group 2, Census Tract 11.05, Utah County, Utah"
"193","36","119","34","4","6","22","20","36","24","41","22","7","9","9","10","74","37","0","12","29","33","30","20","0","12","4","6","11","15","1500000US490490011061","Block Group 1, Census Tract 11.06, Utah County, Utah"
"713","102","559","107","0","12","87","39","227","86","158","72","23","17","64","43","154","50","0","12","23","26","50","38","74","50","7","9","0","12","1500000US490490011062","Block Group 2, Census Tract 11.06, Utah County, Utah"
"456","97","364","87","11","18","29","29","140","64","101","60","45","33","38","36","92","53","0","12","0","12","77","55","15","21","0","12","0","12","1500000US490490011071","Block Group 1, Census Tract 11.07, Utah County, Utah"
"723","115","365","81","0","12","49","52","119","62","131","61","35","29","31","49","358","98","27","29","41","38","186","91","76","48","0","12","28","38","1500000US490490011072","Block Group 2, Census Tract 11.07, Utah County, Utah"
