"B25044_001E","B25044_001M","B25044_002E","B25044_002M","B25044_003E","B25044_003M","B25044_004E","B25044_004M","B25044_005E","B25044_005M","B25044_006E","B25044_006M","B25044_007E","B25044_007M","B25044_008E","B25044_008M","B25044_009E","B25044_009M","B25044_010E","B25044_010M","B25044_011E","B25044_011M","B25044_012E","B25044_012M","B25044_013E","B25044_013M","B25044_014E","B25044_014M","B25044_015E","B25044_015M","GEO_ID","NAME"
"798","177","692","175","0","12","50","36","387","89","83","47","142","140","30","32","106","52","14","25","22","23","0","12","47","50","23","35","0","12","1500000US490351135402","Block Group 2, Census Tract 1135.40, Salt Lake County, Utah"
"569","78","521","88","10","15","58","44","192","54","140","72","117","77","4","9","48","40","0","12","0","12","34","46","0","12","14","27","0","12","1500000US490351135411","Block Group 1, Census Tract 1135.41, Salt Lake County, Utah"
"980","206","906","204","120","150","80","63","381","147","270","99","55","61","0","12","74","65","8","13","10","23","56","62","0","12","0","12","0","12","1500000US490351135421","Block Group 1, Census Tract 1135.42, Salt Lake County, Utah"
"463","95","437","94","0","12","3","13","139","71","135","55","112","54","48","36","26","40","0","12","0","12","26","40","0","12","0","12","0","12","1500000US490351135431","Block Group 1, Census Tract 1135.43, Salt Lake County, Utah"
"739","176","717","181","7","13","0","12","230","110","331","201","119","62","30","29","22","25","0","12","0","12","10","15","0","12","12","19","0","12","1500000US490351135432","Block Group 2, Census Tract 1135.43, Salt Lake County, Utah"
"421","168","390","167","0","12","35","30","210","149","31","26","71","73","43","41","31","31","0","12","0","12","12","18","19","26","0","12","0","12","1500000US490351135441","Block Group 1, Census Tract 1135.44, Salt Lake County, Utah"
"614","124","569","129","7","12","82","53","191","68","175","82","35","32","79","88","45","44","0","12","0","12","0","12","45","44","0","12","0","12","1500000US490351135442","Block Group 2, Census Tract 1135.44, Salt Lake County, Utah"
"802","102","739","105","12","13","34","26","333","95","222","88","87","42","51","45","63","44","0","12","17","27","37","32","0","12","0","12","9","14","1500000US490351135451","Block Group 1, Census Tract 1135.45, Salt Lake County, Utah"
"514","173","424","167","0","12","61","39","279","172","46","33","18","22","20","26","90","66","0","12","62","54","28","33","0","12","0","12","0","12","1500000US490351136001","Block Group 1, Census Tract 1136, Salt Lake County, Utah"
"249","110","221","112","0","12","29","24","59","47","117","102","6","12","10","17","28","29","0","12","10","16","0","12","18","26","0","12","0","12","1500000US490351136002","Block Group 2, Census Tract 1136, Salt Lake County, Utah"
"556","157","478","161","45","47","147","138","151","65","116","63","19","22","0","12","78","60","0","12","22","34","56","50","0","12","0","12","0","12","1500000US490351136003","Block Group 3, Census Tract 1136, Salt Lake County, Utah"
"333","79","259","71","0","12","24","19","86","40","122","63","27","24","0","12","74","48","39","42","17","26","0","12","18","27","0","12","0","12","1500000US490351136004","Block Group 4, Census Tract 1136, Salt Lake County, Utah"
"549","139","477","142","11","18","0","12","198","112","254","120","9","14","5","8","72","68","0","12","0","12","23","30","0","12","10","16","39","59","1500000US490351137011","Block Group 1, Census Tract 1137.01, Salt Lake County, Utah"
"253","83","209","82","21","30","27","26","120","75","13","19","14","21","14","19","44","38","0","12","9","15","35","34","0","12","0","12","0","12","1500000US490351137012","Block Group 2, Census Tract 1137.01, Salt Lake County, Utah"
"341","110","322","109","4","6","13","16","191","98","80","43","24","23","10","16","19","24","0","12","0","12","4","6","12","18","3","15","0","12","1500000US490351137013","Block Group 3, Census Tract 1137.01, Salt Lake County, Utah"
"376","95","311","93","11","12","21","24","177","74","83","48","19","18","0","12","65","41","0","12","26","23","39","36","0","12","0","12","0","12","1500000US490351137021","Block Group 1, Census Tract 1137.02, Salt Lake County, Utah"
"425","104","314","58","0","12","66","33","129","47","55","35","26","27","38","30","111","91","6","9","0","12","70","81","31","33","4","7","0","12","1500000US490351137022","Block Group 2, Census Tract 1137.02, Salt Lake County, Utah"
"634","177","498","167","21","25","144","126","214","133","45","39","55","44","19","22","136","74","0","12","65","58","23","36","12","23","20","34","16","23","1500000US490351138011","Block Group 1, Census Tract 1138.01, Salt Lake County, Utah"
"433","142","307","133","0","12","42","33","36","29","110","62","10","16","109","120","126","77","0","12","0","12","0","12","77","71","21","33","28","38","1500000US490351138012","Block Group 2, Census Tract 1138.01, Salt Lake County, Utah"
"246","64","237","64","12","20","49","30","68","47","89","55","11","17","8","12","9","14","0","12","0","12","0","12","9","14","0","12","0","12","1500000US490351138013","Block Group 3, Census Tract 1138.01, Salt Lake County, Utah"
"242","67","193","68","9","16","53","56","42","33","73","46","16","20","0","12","49","44","0","12","0","12","15","21","24","37","0","12","10","16","1500000US490351138014","Block Group 4, Census Tract 1138.01, Salt Lake County, Utah"
"367","82","281","81","7","12","51","38","132","69","62","58","20","22","9","15","86","61","0","12","70","55","16","25","0","12","0","12","0","12","1500000US490351138021","Block Group 1, Census Tract 1138.02, Salt Lake County, Utah"
"433","96","381","84","0","12","151","70","150","69","47","38","33","39","0","12","52","56","0","12","52","56","0","12","0","12","0","12","0","12","1500000US490351138022","Block Group 2, Census Tract 1138.02, Salt Lake County, Utah"
"369","137","306","132","0","12","105","107","123","69","18","21","60","54","0","12","63","46","24","32","10","16","29","34","0","12","0","12","0","12","1500000US490351138023","Block Group 3, Census Tract 1138.02, Salt Lake County, Utah"
"914","317","842","318","0","12","91","74","211","98","440","324","63","56","37","32","72","75","0","12","0","12","42","60","0","12","30","45","0","12","1500000US490351138041","Block Group 1, Census Tract 1138.04, Salt Lake County, Utah"
"490","106","457","110","0","12","74","67","163","88","139","76","52","68","29","41","33","56","0","12","33","56","0","12","0","12","0","12","0","12","1500000US490351138042","Block Group 2, Census Tract 1138.04, Salt Lake County, Utah"
"431","199","310","173","0","12","69","83","213","155","17","24","11","23","0","12","121","121","0","12","0","12","0","12","116","119","5","11","0","12","1500000US490351138051","Block Group 1, Census Tract 1138.05, Salt Lake County, Utah"
"239","96","20","46","0","12","0","12","12","37","8","27","0","12","0","12","219","91","0","12","143","70","40","36","36","57","0","12","0","12","1500000US490351138052","Block Group 2, Census Tract 1138.05, Salt Lake County, Utah"
"423","129","333","126","0","12","27","32","256","118","50","55","0","12","0","12","90","78","0","12","0","12","90","78","0","12","0","12","0","12","1500000US490351138053","Block Group 3, Census Tract 1138.05, Salt Lake County, Utah"
"519","148","349","106","17","24","80","65","100","61","96","49","27","39","29","40","170","107","62","100","85","77","23","23","0","12","0","12","0","12","1500000US490351139031","Block Group 1, Census Tract 1139.03, Salt Lake County, Utah"
"647","220","561","216","13","19","35","31","307","207","119","59","82","57","5","12","86","73","0","12","0","12","49","40","0","12","37","49","0","12","1500000US490351139032","Block Group 2, Census Tract 1139.03, Salt Lake County, Utah"
"438","110","401","109","0","12","11","18","209","93","87","52","43","34","51","68","37","41","0","12","18","28","19","30","0","12","0","12","0","12","1500000US490351139033","Block Group 3, Census Tract 1139.03, Salt Lake County, Utah"
"346","155","300","148","92","140","10","16","51","37","109","78","38","37","0","12","46","46","0","12","12","18","34","43","0","12","0","12","0","12","1500000US490351139041","Block Group 1, Census Tract 1139.04, Salt Lake County, Utah"
"261","82","261","82","0","12","27","25","100","55","106","62","21","23","7","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351139042","Block Group 2, Census Tract 1139.04, Salt Lake County, Utah"
"418","125","372","134","9","14","85","62","108","69","91","94","9","17","70","81","46","44","0","12","10","15","0","12","11","17","25","38","0","12","1500000US490351139043","Block Group 3, Census Tract 1139.04, Salt Lake County, Utah"
"853","155","661","165","62","97","133","74","230","88","125","61","111","127","0","12","192","88","0","12","81","57","81","75","0","12","30","47","0","12","1500000US490351139044","Block Group 4, Census Tract 1139.04, Salt Lake County, Utah"
"431","106","399","103","0","12","53","32","173","100","124","64","23","22","26","39","32","40","0","12","0","12","32","40","0","12","0","12","0","12","1500000US490351139051","Block Group 1, Census Tract 1139.05, Salt Lake County, Utah"
"459","102","375","98","9","14","111","76","127","53","98","55","16","21","14","23","84","60","0","12","24","28","24","41","16","20","20","30","0","12","1500000US490351139052","Block Group 2, Census Tract 1139.05, Salt Lake County, Utah"
"484","106","460","104","0","12","20","23","195","81","208","103","10","15","27","41","24","29","0","12","0","12","16","25","8","15","0","12","0","12","1500000US490351139053","Block Group 3, Census Tract 1139.05, Salt Lake County, Utah"
"462","110","381","105","0","12","46","39","153","69","93","91","79","50","10","16","81","51","0","12","51","52","30","27","0","12","0","12","0","12","1500000US490351139054","Block Group 4, Census Tract 1139.05, Salt Lake County, Utah"
"641","122","383","92","11","17","58","37","189","73","61","35","48","52","16","26","258","81","61","58","102","61","95","54","0","12","0","12","0","12","1500000US490351139061","Block Group 1, Census Tract 1139.06, Salt Lake County, Utah"
"421","96","166","61","0","12","91","57","36","31","25","23","14","19","0","12","255","88","22","34","104","60","106","71","23","22","0","12","0","12","1500000US490351139062","Block Group 2, Census Tract 1139.06, Salt Lake County, Utah"
"321","79","167","63","7","12","53","49","54","34","53","30","0","12","0","12","154","66","51","28","53","47","29","35","21","23","0","12","0","12","1500000US490351139063","Block Group 3, Census Tract 1139.06, Salt Lake County, Utah"
"400","157","346","154","0","12","23","29","154","112","123","84","36","46","10","18","54","61","0","12","41","55","0","12","13","22","0","12","0","12","1500000US490351139081","Block Group 1, Census Tract 1139.08, Salt Lake County, Utah"
"475","130","426","129","0","12","39","38","151","94","212","127","17","24","7","15","49","63","0","12","0","12","4","14","45","64","0","12","0","12","1500000US490351139082","Block Group 2, Census Tract 1139.08, Salt Lake County, Utah"
"638","115","441","123","12","21","122","88","203","120","86","77","8","17","10","18","197","101","8","15","52","67","81","78","0","12","56","60","0","12","1500000US490351139083","Block Group 3, Census Tract 1139.08, Salt Lake County, Utah"
"1002","258","938","276","0","12","35","59","415","219","327","223","129","88","32","38","64","81","0","12","0","12","18","30","0","12","0","12","46","72","1500000US490351139091","Block Group 1, Census Tract 1139.09, Salt Lake County, Utah"
"538","115","293","101","19","20","186","84","62","40","18","20","0","12","8","12","245","83","52","42","79","39","74","51","0","12","29","42","11","18","1500000US490351140001","Block Group 1, Census Tract 1140, Salt Lake County, Utah"
"410","94","267","77","0","12","176","66","75","49","16","19","0","12","0","12","143","69","50","40","82","53","11","25","0","12","0","12","0","12","1500000US490351140002","Block Group 2, Census Tract 1140, Salt Lake County, Utah"
"708","151","68","35","8","13","26","30","30","28","0","12","4","8","0","12","640","139","149","66","401","136","90","58","0","12","0","12","0","12","1500000US490351140003","Block Group 3, Census Tract 1140, Salt Lake County, Utah"
"900","119","152","51","0","12","37","29","51","33","40","22","24","24","0","12","748","118","44","33","421","112","244","100","32","25","7","13","0","12","1500000US490351141001","Block Group 1, Census Tract 1141, Salt Lake County, Utah"
"575","117","497","116","23","25","190","108","170","51","110","50","4","6","0","12","78","39","0","12","24","23","33","28","12","19","9","15","0","12","1500000US490351141002","Block Group 2, Census Tract 1141, Salt Lake County, Utah"
"756","100","627","95","0","12","147","57","308","84","103","50","48","34","21","19","129","60","0","12","24","27","87","46","18","28","0","12","0","12","1500000US490351142001","Block Group 1, Census Tract 1142, Salt Lake County, Utah"
"920","162","765","149","7","12","101","88","291","69","174","92","124","93","68","38","155","67","0","12","18","19","128","66","0","12","9","16","0","12","1500000US490351142002","Block Group 2, Census Tract 1142, Salt Lake County, Utah"
"291","142","0","12","0","12","0","12","0","12","0","12","0","12","0","12","291","142","0","12","75","80","176","162","40","54","0","12","0","12","1500000US490351143011","Block Group 1, Census Tract 1143.01, Salt Lake County, Utah"
"547","191","221","185","0","12","159","120","8","73","54","77","0","12","0","12","326","156","57","87","247","146","22","37","0","12","0","12","0","12","1500000US490351143012","Block Group 2, Census Tract 1143.01, Salt Lake County, Utah"
"554","204","521","213","0","12","0","12","269","145","176","156","76","73","0","12","33","57","0","12","0","12","0","12","0","12","0","12","33","57","1500000US490351143013","Block Group 3, Census Tract 1143.01, Salt Lake County, Utah"
"268","142","107","120","0","12","0","12","107","120","0","12","0","12","0","12","161","128","0","12","47","78","64","101","0","12","50","79","0","12","1500000US490351143014","Block Group 4, Census Tract 1143.01, Salt Lake County, Utah"
"746","203","657","213","0","12","224","157","214","163","125","73","51","60","43","70","89","109","0","12","89","109","0","12","0","12","0","12","0","12","1500000US490351143021","Block Group 1, Census Tract 1143.02, Salt Lake County, Utah"
"710","169","373","100","0","12","57","68","195","76","54","49","38","57","29","15","337","128","0","12","251","130","86","86","0","12","0","12","0","12","1500000US490351143031","Block Group 1, Census Tract 1143.03, Salt Lake County, Utah"
"682","159","682","159","0","12","84","79","368","127","178","116","0","12","52","73","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351143032","Block Group 2, Census Tract 1143.03, Salt Lake County, Utah"
"915","454","915","454","0","12","0","12","713","469","114","94","73","72","15","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351143033","Block Group 3, Census Tract 1143.03, Salt Lake County, Utah"
"669","264","669","264","0","12","41","75","188","128","102","94","312","276","26","54","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351143041","Block Group 1, Census Tract 1143.04, Salt Lake County, Utah"
"187","130","106","81","0","12","0","12","53","63","53","82","0","12","0","12","81","116","0","12","0","12","72","115","9","14","0","12","0","12","1500000US490351143042","Block Group 2, Census Tract 1143.04, Salt Lake County, Utah"
"946","348","293","130","0","12","50","68","112","90","131","99","0","12","0","12","653","335","0","12","500","345","153","133","0","12","0","12","0","12","1500000US490351143043","Block Group 3, Census Tract 1143.04, Salt Lake County, Utah"
"537","100","375","90","12","18","108","55","98","60","64","37","47","46","46","38","162","83","0","12","15","26","10","17","91","76","28","33","18","22","1500000US490351145001","Block Group 1, Census Tract 1145, Salt Lake County, Utah"
"403","139","239","96","5","10","15","16","146","72","67","91","6","10","0","12","164","119","0","12","60","49","20","17","68","99","16","27","0","12","1500000US490351145002","Block Group 2, Census Tract 1145, Salt Lake County, Utah"
"1345","133","631","115","12","17","161","99","231","85","146","58","30","25","51","41","714","104","30","36","359","88","246","98","79","63","0","12","0","12","1500000US490351145003","Block Group 3, Census Tract 1145, Salt Lake County, Utah"
"386","103","356","105","0","12","75","63","75","62","143","89","47","44","16","26","30","33","0","12","0","12","30","33","0","12","0","12","0","12","1500000US490351146011","Block Group 1, Census Tract 1146.01, Salt Lake County, Utah"
"753","188","753","188","0","12","146","150","206","96","234","114","107","61","60","43","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351146012","Block Group 2, Census Tract 1146.01, Salt Lake County, Utah"
"435","83","360","85","0","12","34","38","119","62","85","54","32","36","90","78","75","77","0","12","0","12","31","36","44","68","0","12","0","12","1500000US490351146013","Block Group 3, Census Tract 1146.01, Salt Lake County, Utah"
"782","248","658","199","80","130","120","112","217","89","126","77","34","39","81","73","124","155","94","150","30","48","0","12","0","12","0","12","0","12","1500000US490351146021","Block Group 1, Census Tract 1146.02, Salt Lake County, Utah"
"710","109","615","90","23","37","102","64","294","105","177","70","7","14","12","18","95","70","0","12","48","57","9","14","8","11","30","45","0","12","1500000US490351147001","Block Group 1, Census Tract 1147, Salt Lake County, Utah"
"856","159","758","177","46","41","309","140","261","97","106","91","36","50","0","12","98","57","25","37","40","42","23","22","0","12","0","12","10","17","1500000US490351147002","Block Group 2, Census Tract 1147, Salt Lake County, Utah"
"644","160","634","160","0","12","63","49","348","167","159","83","19","20","45","39","10","16","0","12","0","12","0","12","10","16","0","12","0","12","1500000US490351148001","Block Group 1, Census Tract 1148, Salt Lake County, Utah"
"319","58","308","61","9","14","54","45","143","46","86","45","9","13","7","11","11","16","0","12","11","16","0","12","0","12","0","12","0","12","1500000US490351148002","Block Group 2, Census Tract 1148, Salt Lake County, Utah"
"372","62","352","66","0","12","55","31","172","57","83","47","27","23","15","18","20","22","0","12","10","16","0","12","10","16","0","12","0","12","1500000US490351148003","Block Group 3, Census Tract 1148, Salt Lake County, Utah"
"872","140","848","138","0","12","36","38","291","109","263","112","111","70","147","108","24","33","0","12","0","12","0","12","19","30","0","12","5","15","1500000US490351151071","Block Group 1, Census Tract 1151.07, Salt Lake County, Utah"
"271","95","271","95","0","12","32","37","106","78","120","97","13","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351151072","Block Group 2, Census Tract 1151.07, Salt Lake County, Utah"
"249","68","231","73","0","12","13","24","128","56","15","24","15","25","60","73","18","27","0","12","0","12","18","27","0","12","0","12","0","12","1500000US490351151073","Block Group 3, Census Tract 1151.07, Salt Lake County, Utah"
"787","175","587","130","0","12","59","50","422","121","91","79","15","25","0","12","200","115","0","12","91","85","109","83","0","12","0","12","0","12","1500000US490351151081","Block Group 1, Census Tract 1151.08, Salt Lake County, Utah"
"1456","328","1456","328","21","32","0","12","796","269","516","292","64","45","59","72","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351151082","Block Group 2, Census Tract 1151.08, Salt Lake County, Utah"
"1060","311","904","281","0","12","249","169","484","208","171","116","0","12","0","12","156","134","0","12","85","123","55","45","16","25","0","12","0","12","1500000US490351151091","Block Group 1, Census Tract 1151.09, Salt Lake County, Utah"
"2189","253","1756","254","152","184","426","138","819","174","291","133","49","39","19","29","433","127","46","56","241","140","146","159","0","17","0","17","0","17","1500000US490351152101","Block Group 1, Census Tract 1152.10, Salt Lake County, Utah"
"378","95","378","95","7","11","33","33","155","67","64","47","67","58","52","50","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351152111","Block Group 1, Census Tract 1152.11, Salt Lake County, Utah"
"492","108","485","113","14","22","12","21","119","64","209","100","101","59","30","30","7","11","0","12","0","12","7","11","0","12","0","12","0","12","1500000US490351152112","Block Group 2, Census Tract 1152.11, Salt Lake County, Utah"
"683","107","50","60","0","12","0","12","0","12","50","60","0","12","0","12","633","119","35","41","269","114","264","93","65","62","0","12","0","12","1500000US490351152113","Block Group 3, Census Tract 1152.11, Salt Lake County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490359800001","Block Group 1, Census Tract 9800, Salt Lake County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490359801001","Block Group 1, Census Tract 9801, Salt Lake County, Utah"
"246","77","169","55","0","12","17","19","86","47","37","28","29","24","0","12","77","57","0","12","43","38","25","40","9","15","0","12","0","12","1500000US490490001021","Block Group 1, Census Tract 1.02, Utah County, Utah"
"304","98","190","56","0","12","30","25","85","45","21","24","27","24","27","23","114","91","0","12","84","86","30","38","0","12","0","12","0","12","1500000US490490001022","Block Group 2, Census Tract 1.02, Utah County, Utah"
"263","71","177","51","17","14","30","29","37","28","72","33","21","22","0","12","86","65","0","12","38","59","36","32","12","12","0","12","0","12","1500000US490490001023","Block Group 3, Census Tract 1.02, Utah County, Utah"
"424","110","297","71","6","9","56","48","122","61","74","44","39","33","0","12","127","92","7","11","33","36","79","83","8","13","0","12","0","12","1500000US490490001024","Block Group 4, Census Tract 1.02, Utah County, Utah"
"269","114","214","108","0","12","8","12","71","39","69","52","0","12","66","93","55","47","0","12","22","35","25","30","0","12","8","13","0","12","1500000US490490001031","Block Group 1, Census Tract 1.03, Utah County, Utah"
"362","71","282","70","14","20","25","24","80","49","117","66","35","26","11","18","80","49","0","12","38","46","33","30","9","13","0","12","0","12","1500000US490490001032","Block Group 2, Census Tract 1.03, Utah County, Utah"
"287","94","181","82","0","12","79","79","64","34","14","16","18","20","6","10","106","50","0","12","26","22","68","45","0","12","12","18","0","12","1500000US490490001033","Block Group 3, Census Tract 1.03, Utah County, Utah"
"434","140","310","104","0","12","8","13","142","61","129","88","11","12","20","26","124","103","0","12","7","11","27","32","25","28","65","99","0","12","1500000US490490001034","Block Group 4, Census Tract 1.03, Utah County, Utah"
"231","42","205","40","0","12","35","30","100","31","35","26","17","14","18","14","26","15","0","12","4","6","18","12","0","12","4","6","0","12","1500000US490490001041","Block Group 1, Census Tract 1.04, Utah County, Utah"
"305","43","294","46","0","12","8","9","141","43","72","28","58","31","15","11","11","16","0","12","0","12","0","12","11","16","0","12","0","12","1500000US490490001042","Block Group 2, Census Tract 1.04, Utah County, Utah"
"242","46","117","32","3","6","8","9","65","26","15","16","14","12","12","12","125","49","0","12","19","18","75","42","27","24","0","12","4","6","1500000US490490001043","Block Group 3, Census Tract 1.04, Utah County, Utah"
"697","150","495","104","0","12","92","54","260","100","59","36","70","46","14","17","202","141","13","20","6","10","39","35","132","138","12","18","0","12","1500000US490490001051","Block Group 1, Census Tract 1.05, Utah County, Utah"
"282","72","236","66","0","12","53","53","107","39","66","37","10","14","0","12","46","34","0","12","0","12","40","34","6","9","0","12","0","12","1500000US490490001052","Block Group 2, Census Tract 1.05, Utah County, Utah"
"199","55","199","55","0","12","21","21","95","50","59","30","11","16","13","19","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490001053","Block Group 3, Census Tract 1.05, Utah County, Utah"
"458","188","148","52","0","12","57","35","47","37","17","22","27","25","0","12","310","178","22","21","210","175","55","34","23","26","0","12","0","12","1500000US490490002031","Block Group 1, Census Tract 2.03, Utah County, Utah"
"586","120","454","87","0","12","113","58","148","63","139","56","37","34","17","26","132","93","0","12","0","12","113","92","19","21","0","12","0","12","1500000US490490002032","Block Group 2, Census Tract 2.03, Utah County, Utah"
"626","92","426","84","7","12","188","66","223","86","8","13","0","12","0","12","200","65","0","12","39","38","93","53","54","55","0","12","14","19","1500000US490490002033","Block Group 3, Census Tract 2.03, Utah County, Utah"
"601","133","516","147","0","12","53","32","193","63","201","127","26","19","43","24","85","45","0","12","0","12","68","44","6","10","11","15","0","12","1500000US490490002051","Block Group 1, Census Tract 2.05, Utah County, Utah"
"316","86","297","86","0","12","13","15","98","47","151","79","22","19","13","16","19","18","0","12","0","12","11","13","8","13","0","12","0","12","1500000US490490002052","Block Group 2, Census Tract 2.05, Utah County, Utah"
"176","41","157","41","13","14","4","6","93","38","12","15","22","18","13","14","19","18","0","12","0","12","13","15","6","10","0","12","0","12","1500000US490490002053","Block Group 3, Census Tract 2.05, Utah County, Utah"
"430","56","410","62","4","7","27","17","155","52","143","38","52","25","29","22","20","23","0","12","7","11","13","21","0","12","0","12","0","12","1500000US490490002061","Block Group 1, Census Tract 2.06, Utah County, Utah"
"450","45","389","51","0","12","56","33","170","45","77","34","59","32","27","20","61","36","0","12","25","28","9","13","25","19","2","5","0","12","1500000US490490002062","Block Group 2, Census Tract 2.06, Utah County, Utah"
"418","94","335","85","0","12","0","12","243","81","29","24","53","33","10","20","83","47","0","12","10","16","21","25","52","49","0","12","0","12","1500000US490490002071","Block Group 1, Census Tract 2.07, Utah County, Utah"
"286","74","188","82","7","12","76","60","64","43","35","51","0","12","6","16","98","69","0","12","28","40","70","63","0","12","0","12","0","12","1500000US490490002072","Block Group 2, Census Tract 2.07, Utah County, Utah"
"577","142","521","144","108","142","75","51","237","73","61","32","35","29","5","9","56","44","0","12","0","12","46","41","0","12","10","17","0","12","1500000US490490002081","Block Group 1, Census Tract 2.08, Utah County, Utah"
"334","88","285","89","9","14","47","33","57","41","57","43","93","72","22","23","49","34","11","18","0","12","29","26","9","15","0","12","0","12","1500000US490490002082","Block Group 2, Census Tract 2.08, Utah County, Utah"
"384","75","198","70","0","12","27","24","112","62","36","30","15","21","8","13","186","71","10","15","35","42","95","50","15","25","8","12","23","30","1500000US490490002083","Block Group 3, Census Tract 2.08, Utah County, Utah"
"666","187","452","165","0","12","165","143","182","70","48","51","41","32","16","25","214","103","14","23","56","68","59","62","42","33","43","56","0","12","1500000US490490004001","Block Group 1, Census Tract 4, Utah County, Utah"
"252","123","78","52","0","12","32","35","46","39","0","12","0","12","0","12","174","115","0","12","46","40","111","118","17","26","0","12","0","12","1500000US490490004002","Block Group 2, Census Tract 4, Utah County, Utah"
"634","129","453","123","9","15","99","57","261","123","51","39","33","41","0","12","181","97","0","12","92","79","21","25","22","25","46","58","0","12","1500000US490490004003","Block Group 3, Census Tract 4, Utah County, Utah"
"397","104","335","102","0","12","29","24","89","50","153","98","49","32","15","17","62","54","0","12","9","13","0","12","0","12","29","44","24","35","1500000US490490005041","Block Group 1, Census Tract 5.04, Utah County, Utah"
"371","79","258","76","0","12","52","33","96","52","80","54","30","39","0","12","113","55","0","12","35","40","78","43","0","12","0","12","0","12","1500000US490490005042","Block Group 2, Census Tract 5.04, Utah County, Utah"
"583","148","527","141","9","14","73","61","157","58","138","82","118","113","32","39","56","38","0","12","39","30","9","15","0","12","8","14","0","12","1500000US490490005043","Block Group 3, Census Tract 5.04, Utah County, Utah"
"393","70","353","75","14","21","42","26","163","61","81","41","32","24","21","19","40","30","0","12","0","12","33","27","0","12","0","12","7","12","1500000US490490005051","Block Group 1, Census Tract 5.05, Utah County, Utah"
"396","314","391","315","7","9","35","18","280","315","54","22","8","12","7","9","5","10","0","12","0","12","0","12","0","12","5","10","0","12","1500000US490490005052","Block Group 2, Census Tract 5.05, Utah County, Utah"
"250","56","225","56","0","12","23","17","78","33","67","43","32","23","25","18","25","22","0","12","5","8","7","10","13","18","0","12","0","12","1500000US490490005053","Block Group 3, Census Tract 5.05, Utah County, Utah"
"648","128","393","80","19","22","11","14","250","81","54","47","30","25","29","27","255","115","9","16","91","74","93","70","62","63","0","12","0","12","1500000US490490005061","Block Group 1, Census Tract 5.06, Utah County, Utah"
"522","174","501","174","15","17","24","24","286","174","107","54","35","29","34","40","21","25","0","12","0","12","7","11","0","12","0","12","14","23","1500000US490490005062","Block Group 2, Census Tract 5.06, Utah County, Utah"
"298","49","270","52","0","12","34","30","133","46","48","22","26","18","29","27","28","25","15","21","7","11","6","9","0","12","0","12","0","12","1500000US490490005071","Block Group 1, Census Tract 5.07, Utah County, Utah"
"396","132","317","88","6","9","13","13","154","83","60","28","45","29","39","25","79","96","58","92","7","12","0","12","0","12","14","15","0","12","1500000US490490005072","Block Group 2, Census Tract 5.07, Utah County, Utah"
"580","118","200","72","0","12","35","38","103","61","23","27","22","27","17","19","380","109","0","12","118","68","210","88","0","12","52","76","0","12","1500000US490490005081","Block Group 1, Census Tract 5.08, Utah County, Utah"
"434","96","351","99","14","21","44","35","115","55","129","68","17","20","32","46","83","69","25","21","0","12","58","64","0","12","0","12","0","12","1500000US490490005082","Block Group 2, Census Tract 5.08, Utah County, Utah"
"566","115","246","73","0","12","47","45","125","59","37","30","19","23","18","24","320","99","10","18","91","56","166","88","17","22","27","40","9","15","1500000US490490005083","Block Group 3, Census Tract 5.08, Utah County, Utah"
"1053","228","509","142","7","13","195","111","276","107","31","38","0","12","0","12","544","250","39","45","383","238","102","68","0","12","20","31","0","12","1500000US490490005101","Block Group 1, Census Tract 5.10, Utah County, Utah"
"464","177","69","57","0","12","33","38","36","42","0","12","0","12","0","12","395","176","0","12","108","109","287","147","0","12","0","12","0","12","1500000US490490005102","Block Group 2, Census Tract 5.10, Utah County, Utah"
"171","105","29","33","0","12","29","33","0","12","0","12","0","12","0","12","142","114","0","12","21","35","121","112","0","12","0","12","0","12","1500000US490490005103","Block Group 3, Census Tract 5.10, Utah County, Utah"
"854","205","220","107","0","12","102","91","118","71","0","12","0","12","0","12","634","204","42","66","270","143","301","154","21","35","0","12","0","12","1500000US490490005111","Block Group 1, Census Tract 5.11, Utah County, Utah"
"352","141","100","94","0","12","0","12","100","94","0","12","0","12","0","12","252","109","60","69","70","60","65","66","57","70","0","12","0","12","1500000US490490005112","Block Group 2, Census Tract 5.11, Utah County, Utah"
"503","148","205","118","0","12","91","84","60","62","54","82","0","12","0","12","298","113","0","12","143","104","137","82","18","30","0","12","0","12","1500000US490490005113","Block Group 3, Census Tract 5.11, Utah County, Utah"
